affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
University of Maryland, Washington DC	https://api.ror.org/organizations?affiliation=University+of+Maryland,+Washington+DC	25	FALSE	0.88	HEURISTICS	University of Maryland, College Park	https://ror.org/047s2c258	United States
University of Memphis	https://api.ror.org/organizations?affiliation=University+of+Memphis	18	TRUE	1	PHRASE	University of Memphis	https://ror.org/01cq23130	United States
University of Memphis, Tennessee	https://api.ror.org/organizations?affiliation=University+of+Memphis,+Tennessee	10	TRUE	1	PHRASE	University of Memphis	https://ror.org/01cq23130	United States
University of Miami, USA	https://api.ror.org/organizations?affiliation=University+of+Miami,+USA	8	TRUE	1	PHRASE	University of Miami	https://ror.org/02dgjyy92	United States
University of Michigan && University of Zurich	https://api.ror.org/organizations?affiliation=University+of+Michigan+&&+University+of+Zurich	7	TRUE	1	PHRASE	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	United States
University of Michigan, Ann Arbor, USA	https://api.ror.org/organizations?affiliation=University+of+Michigan,+Ann+Arbor,+USA	16	TRUE	1	PHRASE	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	United States
University of Michigan, Ann Arbor, USA. University of Michigan, USA	https://api.ror.org/organizations?affiliation=University+of+Michigan,+Ann+Arbor,+USA.+University+of+Michigan,+USA	20	TRUE	1	PHRASE	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	United States
University of Michigan, USA	https://api.ror.org/organizations?affiliation=University+of+Michigan,+USA	7	TRUE	1	PHRASE	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	United States
University of Middelsex, London	https://api.ror.org/organizations?affiliation=University+of+Middelsex,+London	8	FALSE	0.8	COMMON TERMS	University of London	https://ror.org/04cw6st05	United Kingdom
University of Milan	https://api.ror.org/organizations?affiliation=University+of+Milan	17	TRUE	1	PHRASE	University of Milan	https://ror.org/00wjc7c48	Italy
University of Milan, Italy	https://api.ror.org/organizations?affiliation=University+of+Milan,+Italy	8	TRUE	1	PHRASE	University of Milan	https://ror.org/00wjc7c48	Italy
University of Milano	https://api.ror.org/organizations?affiliation=University+of+Milano	20	TRUE	0.97	FUZZY	University of Milan	https://ror.org/00wjc7c48	Italy
University of Milano-Bicocca, Milan && Center for Research and Social Progress, Ponte dell'Olio	https://api.ror.org/organizations?affiliation=University+of+Milano-Bicocca,+Milan+&&+Center+for+Research+and+Social+Progress,+Ponte+dell'Olio	24	FALSE	1	COMMON TERMS	University of Milan	https://ror.org/00wjc7c48	Italy
University of Minnesota, Minneapolis, MN	https://api.ror.org/organizations?affiliation=University+of+Minnesota,+Minneapolis,+MN	21	TRUE	1	PHRASE	University of Minnesota	https://ror.org/017zqws13	United States
University of Minnesota, USA	https://api.ror.org/organizations?affiliation=University+of+Minnesota,+USA	10	TRUE	1	PHRASE	University of Minnesota	https://ror.org/017zqws13	United States
University of Mississippi	https://api.ror.org/organizations?affiliation=University+of+Mississippi	6	TRUE	1	PHRASE	University of Mississippi	https://ror.org/02teq1165	United States
University of Missouri	https://api.ror.org/organizations?affiliation=University+of+Missouri	12	TRUE	1	PHRASE	University of Missouri	https://ror.org/02ymw8z06	United States
University of Missouri-Kansas City, Kansas City, USA	https://api.ror.org/organizations?affiliation=University+of+Missouri-Kansas+City,+Kansas+City,+USA	15	TRUE	1	PHRASE	University of Missouri–Kansas City	https://ror.org/01w0d5g70	United States
University of Missouri, Columbia, USA	https://api.ror.org/organizations?affiliation=University+of+Missouri,+Columbia,+USA	21	TRUE	1	PHRASE	University of Missouri	https://ror.org/02ymw8z06	United States
University of Missouri, USA	https://api.ror.org/organizations?affiliation=University+of+Missouri,+USA	12	TRUE	1	PHRASE	University of Missouri	https://ror.org/02ymw8z06	United States
University of Montreal	https://api.ror.org/organizations?affiliation=University+of+Montreal	18	TRUE	1	PHRASE	University of Montreal	https://ror.org/0161xgx34	Canada
University of Montreal, Canada	https://api.ror.org/organizations?affiliation=University+of+Montreal,+Canada	5	TRUE	1	PHRASE	University of Montreal	https://ror.org/0161xgx34	Canada
University of Montreal, Montreal	https://api.ror.org/organizations?affiliation=University+of+Montreal,+Montreal	28	TRUE	1	PHRASE	University of Montreal	https://ror.org/0161xgx34	Canada
University of Muenster, Germany	https://api.ror.org/organizations?affiliation=University+of+Muenster,+Germany	3	TRUE	0.98	FUZZY	University of Münster	https://ror.org/00pd74e08	Germany
University of Münster	https://api.ror.org/organizations?affiliation=University+of+Munster	16	TRUE	1	PHRASE	University of Münster	https://ror.org/00pd74e08	Germany
University of Münster, Department of Political Science	https://api.ror.org/organizations?affiliation=University+of+Munster,+Department+of+Political+Science	41	TRUE	1	PHRASE	University of Münster	https://ror.org/00pd74e08	Germany
University of Nevada, Reno, USA	https://api.ror.org/organizations?affiliation=University+of+Nevada,+Reno,+USA	6	TRUE	1	PHRASE	University of Nevada Reno	https://ror.org/01keh0577	United States
University of New Mexico	https://api.ror.org/organizations?affiliation=University+of+New+Mexico	9	TRUE	1	PHRASE	University of New Mexico	https://ror.org/05fs6jp91	United States
University of New Mexico, Albuquerque	https://api.ror.org/organizations?affiliation=University+of+New+Mexico,+Albuquerque	9	TRUE	1	PHRASE	University of New Mexico	https://ror.org/05fs6jp91	United States
University of New Mexico, USA	https://api.ror.org/organizations?affiliation=University+of+New+Mexico,+USA	10	TRUE	1	PHRASE	University of New Mexico	https://ror.org/05fs6jp91	United States
University of North Carolina at Chapel Hill	https://api.ror.org/organizations?affiliation=University+of+North+Carolina+at+Chapel+Hill	8	TRUE	1	PHRASE	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	United States
University of North Carolina at Chapel Hill, USA	https://api.ror.org/organizations?affiliation=University+of+North+Carolina+at+Chapel+Hill,+USA	8	TRUE	1	PHRASE	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	United States
University of North Carolina at Charlotte, Charlotte	https://api.ror.org/organizations?affiliation=University+of+North+Carolina+at+Charlotte,+Charlotte	14	TRUE	1	PHRASE	University of North Carolina at Charlotte	https://ror.org/04dawnj30	United States
University of North Carolina at Charlotte, USA	https://api.ror.org/organizations?affiliation=University+of+North+Carolina+at+Charlotte,+USA	8	TRUE	1	PHRASE	University of North Carolina at Charlotte	https://ror.org/04dawnj30	United States
University of North Carolina Wilmington, USA	https://api.ror.org/organizations?affiliation=University+of+North+Carolina+Wilmington,+USA	9	TRUE	1	PHRASE	University of North Carolina Wilmington	https://ror.org/02t0qr014	United States
University of North Florida, USA	https://api.ror.org/organizations?affiliation=University+of+North+Florida,+USA	8	TRUE	1	PHRASE	University of North Florida	https://ror.org/01j903a45	United States
University of North Texas, Denton	https://api.ror.org/organizations?affiliation=University+of+North+Texas,+Denton	8	TRUE	1	PHRASE	University of North Texas	https://ror.org/00v97ad02	United States
University of Notre Dame, USA	https://api.ror.org/organizations?affiliation=University+of+Notre+Dame,+USA	3	TRUE	1	PHRASE	University of Notre Dame	https://ror.org/00mkhxb43	United States
University of Nottingham, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Nottingham,+United+Kingdom	13	TRUE	1	PHRASE	University of Nottingham	https://ror.org/01ee9ar58	United Kingdom
University of Oklahoma, USA	https://api.ror.org/organizations?affiliation=University+of+Oklahoma,+USA	10	TRUE	1	PHRASE	University of Oklahoma	https://ror.org/02aqsxs83	United States
University of Oldenburg	https://api.ror.org/organizations?affiliation=University+of+Oldenburg	20	TRUE	1	PHRASE	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	Germany
University of Oldenburg, Germany	https://api.ror.org/organizations?affiliation=University+of+Oldenburg,+Germany	4	TRUE	1	PHRASE	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	Germany
University of Oslo	https://api.ror.org/organizations?affiliation=University+of+Oslo	19	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University of Oslo, Norway	https://api.ror.org/organizations?affiliation=University+of+Oslo,+Norway	12	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University Of Oslo, Norway	https://api.ror.org/organizations?affiliation=University+Of+Oslo,+Norway	12	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University of Oslo, Oslo	https://api.ror.org/organizations?affiliation=University+of+Oslo,+Oslo	21	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University of Oslo, OSLO	https://api.ror.org/organizations?affiliation=University+of+Oslo,+OSLO	21	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University of Oslo, Oslo, Norway	https://api.ror.org/organizations?affiliation=University+of+Oslo,+Oslo,+Norway	10	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University of Oslo, PRIO, Norway	https://api.ror.org/organizations?affiliation=University+of+Oslo,+PRIO,+Norway	10	TRUE	1	PHRASE	University of Oslo	https://ror.org/01xtthb56	Norway
University of Oxford	https://api.ror.org/organizations?affiliation=University+of+Oxford	20	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford - Department of Social Policy and Intervention - Nuffield College	https://api.ror.org/organizations?affiliation=University+of+Oxford+-+Department+of+Social+Policy+and+Intervention+-+Nuffield+College	44	TRUE	1	COMMON TERMS	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, Blavatnik School of Government	https://api.ror.org/organizations?affiliation=University+of+Oxford,+Blavatnik+School+of+Government	32	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, Centre on Migration, Policy, and Society	https://api.ror.org/organizations?affiliation=University+of+Oxford,+Centre+on+Migration,+Policy,+and+Society	62	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, Department of Political Science and International Relations Manor Road, Oxford	https://api.ror.org/organizations?affiliation=University+of+Oxford,+Department+of+Political+Science+and+International+Relations+Manor+Road,+Oxford	73	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, Department of Politics and International Relations	https://api.ror.org/organizations?affiliation=University+of+Oxford,+Department+of+Politics+and+International+Relations	63	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, Oxford	https://api.ror.org/organizations?affiliation=University+of+Oxford,+Oxford	28	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, The Migration Observatory	https://api.ror.org/organizations?affiliation=University+of+Oxford,+The+Migration+Observatory	46	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, UK	https://api.ror.org/organizations?affiliation=University+of+Oxford,+UK	3	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Oxford, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Oxford,+United+Kingdom	15	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
UNIVERSITY OF OXFORD, United Kingdom	https://api.ror.org/organizations?affiliation=UNIVERSITY+OF+OXFORD,+United+Kingdom	15	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
University of Passau	https://api.ror.org/organizations?affiliation=University+of+Passau	19	TRUE	1	PHRASE	University of Passau	https://ror.org/05ydjnb78	Germany
University of Pavia, Italy	https://api.ror.org/organizations?affiliation=University+of+Pavia,+Italy	8	TRUE	1	PHRASE	University of Pavia	https://ror.org/00s6t1f81	Italy
University of Pennsylvania	https://api.ror.org/organizations?affiliation=University+of+Pennsylvania	10	TRUE	1	PHRASE	University of Pennsylvania	https://ror.org/00b30xv10	United States
University of Pennsylvania, Philadelphia	https://api.ror.org/organizations?affiliation=University+of+Pennsylvania,+Philadelphia	20	TRUE	1	PHRASE	University of Pennsylvania	https://ror.org/00b30xv10	United States
University of Pennsylvania, USA	https://api.ror.org/organizations?affiliation=University+of+Pennsylvania,+USA	10	TRUE	1	PHRASE	University of Pennsylvania	https://ror.org/00b30xv10	United States
University of Pittsburgh	https://api.ror.org/organizations?affiliation=University+of+Pittsburgh	20	TRUE	1	PHRASE	University of Pittsburgh	https://ror.org/01an3r305	United States
University of Pittsburgh, Pittsburgh	https://api.ror.org/organizations?affiliation=University+of+Pittsburgh,+Pittsburgh	24	TRUE	1	PHRASE	University of Pittsburgh	https://ror.org/01an3r305	United States
University of Pittsburgh, USA	https://api.ror.org/organizations?affiliation=University+of+Pittsburgh,+USA	8	TRUE	1	PHRASE	University of Pittsburgh	https://ror.org/01an3r305	United States
University of Poznan, Poland	https://api.ror.org/organizations?affiliation=University+of+Poznan,+Poland	10	FALSE	0.83	HEURISTICS	WSB University in Poznań	https://ror.org/04kz5ba43	Poland
University of Quebec in Montreal	https://api.ror.org/organizations?affiliation=University+of+Quebec+in+Montreal	17	FALSE	1	HEURISTICS	University of Quebec	https://ror.org/010gxg263	Canada
University of Reading	https://api.ror.org/organizations?affiliation=University+of+Reading	20	TRUE	1	PHRASE	University of Reading	https://ror.org/05v62cm79	United Kingdom
University of Reading, Reading	https://api.ror.org/organizations?affiliation=University+of+Reading,+Reading	27	TRUE	1	PHRASE	University of Reading	https://ror.org/05v62cm79	United Kingdom
University of Reading, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Reading,+United+Kingdom	8	TRUE	1	PHRASE	University of Reading	https://ror.org/05v62cm79	United Kingdom
University of Rochester	https://api.ror.org/organizations?affiliation=University+of+Rochester	20	TRUE	1	PHRASE	University of Rochester	https://ror.org/022kthw22	United States
University of Rochester, Rochester	https://api.ror.org/organizations?affiliation=University+of+Rochester,+Rochester	25	TRUE	1	PHRASE	University of Rochester	https://ror.org/022kthw22	United States
University of Rochester, USA	https://api.ror.org/organizations?affiliation=University+of+Rochester,+USA	7	TRUE	1	PHRASE	University of Rochester	https://ror.org/022kthw22	United States
University of Salzburg	https://api.ror.org/organizations?affiliation=University+of+Salzburg	19	TRUE	1	PHRASE	University of Salzburg	https://ror.org/05gs8cd61	Austria
University of Salzburg, Austria	https://api.ror.org/organizations?affiliation=University+of+Salzburg,+Austria	11	TRUE	1	PHRASE	University of Salzburg	https://ror.org/05gs8cd61	Austria
University of Sao Paulo, Brazil	https://api.ror.org/organizations?affiliation=University+of+Sao+Paulo,+Brazil	11	TRUE	1	PHRASE	Universidade de São Paulo	https://ror.org/036rp1748	Brazil
University of Sheffield, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Sheffield,+United+Kingdom	11	TRUE	1	PHRASE	University of Sheffield	https://ror.org/05krs5044	United Kingdom
University of Siegen, Germany	https://api.ror.org/organizations?affiliation=University+of+Siegen,+Germany	1	TRUE	1	PHRASE	University of Siegen	https://ror.org/02azyry73	Germany
University of South Alabama, USA	https://api.ror.org/organizations?affiliation=University+of+South+Alabama,+USA	9	TRUE	1	PHRASE	University of South Alabama	https://ror.org/01s7b5y08	United States
University of South Carolina, Columbia	https://api.ror.org/organizations?affiliation=University+of+South+Carolina,+Columbia	12	TRUE	1	PHRASE	University of South Carolina	https://ror.org/02b6qw903	United States
University of South Carolina, USA	https://api.ror.org/organizations?affiliation=University+of+South+Carolina,+USA	10	TRUE	1	PHRASE	University of South Carolina	https://ror.org/02b6qw903	United States
University of Southampton	https://api.ror.org/organizations?affiliation=University+of+Southampton	20	TRUE	1	PHRASE	University of Southampton	https://ror.org/01ryk1543	United Kingdom
University of Southampton, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Southampton,+United+Kingdom	10	TRUE	1	PHRASE	University of Southampton	https://ror.org/01ryk1543	United Kingdom
University of Southern California	https://api.ror.org/organizations?affiliation=University+of+Southern+California	10	TRUE	1	PHRASE	University of Southern California	https://ror.org/03taz7m60	United States
University of Southern California, USA	https://api.ror.org/organizations?affiliation=University+of+Southern+California,+USA	10	TRUE	1	PHRASE	University of Southern California	https://ror.org/03taz7m60	United States
University of Southern Denamrk	https://api.ror.org/organizations?affiliation=University+of+Southern+Denamrk	20	TRUE	1	HEURISTICS	Institute of Management Business and Law	https://ror.org/01zs84n26	Russia
University of Southern Denmark	https://api.ror.org/organizations?affiliation=University+of+Southern+Denmark	3	TRUE	1	PHRASE	University of Southern Denmark	https://ror.org/03yrrjy16	Denmark
University of St. Gallen	https://api.ror.org/organizations?affiliation=University+of+St.+Gallen	18	TRUE	1	PHRASE	University of St. Gallen	https://ror.org/0561a3s31	Switzerland
University of St. Gallen, Switzerland	https://api.ror.org/organizations?affiliation=University+of+St.+Gallen,+Switzerland	15	TRUE	1	PHRASE	University of St. Gallen	https://ror.org/0561a3s31	Switzerland
University of St.Gallen, School of Economics and Political Science, Switzerland	https://api.ror.org/organizations?affiliation=University+of+St.Gallen,+School+of+Economics+and+Political+Science,+Switzerland	10	FALSE	0.79	FUZZY	University of Basel	https://ror.org/02s6k3f65	Switzerland
University of St.Gallen, Switzerland	https://api.ror.org/organizations?affiliation=University+of+St.Gallen,+Switzerland	12	FALSE	0.85	COMMON TERMS	Universita della Svizzera Italiana	https://ror.org/03c4atk17	Switzerland
University of Stavanger	https://api.ror.org/organizations?affiliation=University+of+Stavanger	20	TRUE	1	PHRASE	University of Stavanger	https://ror.org/02qte9q33	Norway
University of Stirling, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Stirling,+United+Kingdom	8	TRUE	1	PHRASE	University of Stirling	https://ror.org/045wgfr59	United Kingdom
University of Strathclyde	https://api.ror.org/organizations?affiliation=University+of+Strathclyde	20	TRUE	1	PHRASE	University of Strathclyde	https://ror.org/00n3w3b69	United Kingdom
University of Strathclyde, Glasgow	https://api.ror.org/organizations?affiliation=University+of+Strathclyde,+Glasgow	25	TRUE	1	PHRASE	University of Strathclyde	https://ror.org/00n3w3b69	United Kingdom
University of Strathclyde, UK	https://api.ror.org/organizations?affiliation=University+of+Strathclyde,+UK	1	TRUE	1	PHRASE	University of Strathclyde	https://ror.org/00n3w3b69	United Kingdom
University of Strathclyde, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Strathclyde,+United+Kingdom	7	TRUE	1	PHRASE	University of Strathclyde	https://ror.org/00n3w3b69	United Kingdom
University of Stuttgart, Germany	https://api.ror.org/organizations?affiliation=University+of+Stuttgart,+Germany	11	TRUE	1	PHRASE	University of Stuttgart	https://ror.org/04vnq7t77	Germany
University of Sydney, Sydney	https://api.ror.org/organizations?affiliation=University+of+Sydney,+Sydney	26	TRUE	1	PHRASE	University of Sydney	https://ror.org/0384j8v12	Australia
University of Tampa, USA	https://api.ror.org/organizations?affiliation=University+of+Tampa,+USA	3	TRUE	1	PHRASE	University of Tampa	https://ror.org/007h1g065	United States
University of Tartu	https://api.ror.org/organizations?affiliation=University+of+Tartu	20	TRUE	1	PHRASE	University of Tartu	https://ror.org/03z77qz90	Estonia
University of Tennessee, Knoxville, USA	https://api.ror.org/organizations?affiliation=University+of+Tennessee,+Knoxville,+USA	18	TRUE	1	PHRASE	University of Tennessee at Knoxville	https://ror.org/020f3ap87	United States
University of Tennessee, USA	https://api.ror.org/organizations?affiliation=University+of+Tennessee,+USA	11	TRUE	1	PHRASE	University of Tennessee at Knoxville	https://ror.org/020f3ap87	United States
University of Texas at Austin	https://api.ror.org/organizations?affiliation=University+of+Texas+at+Austin	8	TRUE	1	PHRASE	The University of Texas at Austin	https://ror.org/00hj54h04	United States
University of Texas at Austin, Austin, USA	https://api.ror.org/organizations?affiliation=University+of+Texas+at+Austin,+Austin,+USA	15	TRUE	1	PHRASE	The University of Texas at Austin	https://ror.org/00hj54h04	United States
University of Texas at Austin, USA	https://api.ror.org/organizations?affiliation=University+of+Texas+at+Austin,+USA	8	TRUE	1	PHRASE	The University of Texas at Austin	https://ror.org/00hj54h04	United States
University of Texas at Dallas / Vienna University of Economics and Business	https://api.ror.org/organizations?affiliation=University+of+Texas+at+Dallas+/+Vienna+University+of+Economics+and+Business	3	FALSE	0.79	HEURISTICS	The University of Texas at Dallas	https://ror.org/049emcs32	United States
University of Texas at Dallas, USA	https://api.ror.org/organizations?affiliation=University+of+Texas+at+Dallas,+USA	9	TRUE	1	PHRASE	The University of Texas at Dallas	https://ror.org/049emcs32	United States
University of Texas at El Paso, USA	https://api.ror.org/organizations?affiliation=University+of+Texas+at+El+Paso,+USA	9	TRUE	1	PHRASE	The University of Texas at El Paso	https://ror.org/04d5vba33	United States
University of Texas, USA	https://api.ror.org/organizations?affiliation=University+of+Texas,+USA	14	FALSE	0.86	COMMON TERMS	University of North Texas	https://ror.org/00v97ad02	United States
University of Texas, USA. University of Texas at Austin, USA	https://api.ror.org/organizations?affiliation=University+of+Texas,+USA.+University+of+Texas+at+Austin,+USA	22	TRUE	0.94	COMMON TERMS	The University of Texas at Austin	https://ror.org/00hj54h04	United States
University of the Ryukyus && Harvard University	https://api.ror.org/organizations?affiliation=University+of+the+Ryukyus+&&+Harvard+University	20	TRUE	1	PHRASE	University of the Ryukyus	https://ror.org/02z1n9q24	Japan
University of Tokyo, Japan	https://api.ror.org/organizations?affiliation=University+of+Tokyo,+Japan	10	TRUE	1	PHRASE	University of Tokyo	https://ror.org/057zh3y96	Japan
University of Toronto	https://api.ror.org/organizations?affiliation=University+of+Toronto	19	TRUE	1	PHRASE	University of Toronto	https://ror.org/03dbr7087	Canada
University of Toronto, Canada	https://api.ror.org/organizations?affiliation=University+of+Toronto,+Canada	5	TRUE	1	PHRASE	University of Toronto	https://ror.org/03dbr7087	Canada
University of Turku, Turku && VATT Institute for Economic Research, Helsinki	https://api.ror.org/organizations?affiliation=University+of+Turku,+Turku+&&+VATT+Institute+for+Economic+Research,+Helsinki	27	TRUE	1	PHRASE	University of Turku	https://ror.org/05vghhr25	Finland
University of Uppsala, Sweden	https://api.ror.org/organizations?affiliation=University+of+Uppsala,+Sweden	6	TRUE	0.92	COMMON TERMS	Uppsala University	https://ror.org/048a87296	Sweden
University of Uppsala, Uppsala	https://api.ror.org/organizations?affiliation=University+of+Uppsala,+Uppsala	23	TRUE	0.92	COMMON TERMS	Uppsala University	https://ror.org/048a87296	Sweden
University of Utrecht, Netherlands	https://api.ror.org/organizations?affiliation=University+of+Utrecht,+Netherlands	7	TRUE	0.92	COMMON TERMS	Utrecht University	https://ror.org/04pp8hn57	Netherlands
University of Vienna	https://api.ror.org/organizations?affiliation=University+of+Vienna	20	TRUE	1	PHRASE	University of Vienna	https://ror.org/03prydq77	Austria
University of Vienna, Austria	https://api.ror.org/organizations?affiliation=University+of+Vienna,+Austria	12	TRUE	1	PHRASE	University of Vienna	https://ror.org/03prydq77	Austria
University of Vienna, Vienna	https://api.ror.org/organizations?affiliation=University+of+Vienna,+Vienna	22	TRUE	1	PHRASE	University of Vienna	https://ror.org/03prydq77	Austria
University of Virginia	https://api.ror.org/organizations?affiliation=University+of+Virginia	9	TRUE	1	PHRASE	University of Virginia	https://ror.org/0153tk833	United States
University of Warsaw, Poland	https://api.ror.org/organizations?affiliation=University+of+Warsaw,+Poland	9	TRUE	1	PHRASE	University of Warsaw	https://ror.org/039bjqg32	Poland
University of Warwick	https://api.ror.org/organizations?affiliation=University+of+Warwick	20	TRUE	1	PHRASE	University of Warwick	https://ror.org/01a77tt86	United Kingdom
University of Warwick, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Warwick,+United+Kingdom	10	TRUE	1	PHRASE	University of Warwick	https://ror.org/01a77tt86	United Kingdom
University of Wisconsin-Madison, USA	https://api.ror.org/organizations?affiliation=University+of+Wisconsin-Madison,+USA	10	TRUE	1	PHRASE	University of Wisconsin–Madison	https://ror.org/01y2jtd41	United States
University of Wisconsin–Madison, USA	https://api.ror.org/organizations?affiliation=University+of+Wisconsin-Madison,+USA	10	TRUE	1	PHRASE	University of Wisconsin–Madison	https://ror.org/01y2jtd41	United States
University of Wisconsin, Madison	https://api.ror.org/organizations?affiliation=University+of+Wisconsin,+Madison	11	TRUE	1	PHRASE	University of Wisconsin–Madison	https://ror.org/01y2jtd41	United States
University of York	https://api.ror.org/organizations?affiliation=University+of+York	20	TRUE	1	PHRASE	University of York	https://ror.org/04m01e293	United Kingdom
University of York, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+York,+United+Kingdom	9	TRUE	1	PHRASE	University of York	https://ror.org/04m01e293	United Kingdom
University of Zurich	https://api.ror.org/organizations?affiliation=University+of+Zurich	19	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zürich	https://api.ror.org/organizations?affiliation=University+of+Zurich	19	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zurich | Aarhus University	https://api.ror.org/organizations?affiliation=University+of+Zurich+|+Aarhus+University	19	FALSE	1	HEURISTICS	Aarhus University	https://ror.org/01aj84f44	Denmark
University of Zurich, Department of Political Science	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Department+of+Political+Science	49	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zurich, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Switzerland	18	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zürich, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Switzerland	18	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zürich, Switzerland. University of Zurich, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Switzerland.+University+of+Zurich,+Switzerland	23	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zurich, Urdorf	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Urdorf	19	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zurich, Zurich	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Zurich	22	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zürich, Zürich	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Zurich	22	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University of Zurich, Zurich && University College Dublin, Dublin	https://api.ror.org/organizations?affiliation=University+of+Zurich,+Zurich+&&+University+College+Dublin,+Dublin	22	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
University ofGreifswald, Germany	https://api.ror.org/organizations?affiliation=University+ofGreifswald,+Germany	3	FALSE	0.63	COMMON TERMS	Diploma Hochschule	https://ror.org/051rc7j94	Germany
University og Basel	https://api.ror.org/organizations?affiliation=University+og+Basel	19	TRUE	0.95	COMMON TERMS	University of Basel	https://ror.org/02s6k3f65	Switzerland
University Pompeu Fabra, Spain	https://api.ror.org/organizations?affiliation=University+Pompeu+Fabra,+Spain	6	TRUE	1	COMMON TERMS	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
UNSW Sydney	https://api.ror.org/organizations?affiliation=UNSW+Sydney	1	TRUE	1	PHRASE	UNSW Sydney	https://ror.org/03r8z3t63	Australia
UNSW Sydney, Australia	https://api.ror.org/organizations?affiliation=UNSW+Sydney,+Australia	15	TRUE	1	PHRASE	UNSW Sydney	https://ror.org/03r8z3t63	Australia
UPF	https://api.ror.org/organizations?affiliation=UPF	4	FALSE	0.9	ACRONYM	Unity Productions Foundation	https://ror.org/00ghnnz67	United States
Uppsala University	https://api.ror.org/organizations?affiliation=Uppsala+University	19	TRUE	1	PHRASE	Uppsala University	https://ror.org/048a87296	Sweden
Uppsala University, Sweden	https://api.ror.org/organizations?affiliation=Uppsala+University,+Sweden	9	TRUE	1	PHRASE	Uppsala University	https://ror.org/048a87296	Sweden
Uppsala University, Uppsala	https://api.ror.org/organizations?affiliation=Uppsala+University,+Uppsala	21	TRUE	1	PHRASE	Uppsala University	https://ror.org/048a87296	Sweden
USACH	https://api.ror.org/organizations?affiliation=USACH	0						
