affiliation	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
University of Innsbruck, Department of Political Science	Universität Innsbruck	https://ror.org/054pv6659	AT	Austria
University of Iowa	University of Iowa	https://ror.org/036jqmy94	US	United States
University of Iowa, Iowa City, USA	University of Iowa	https://ror.org/036jqmy94	US	United States
University of Iowa, USA	University of Iowa	https://ror.org/036jqmy94	US	United States
University of Kansas	University of Kansas	https://ror.org/001tmjg57	US	United States
University of Kansas, USA	University of Kansas	https://ror.org/001tmjg57	US	United States
University of Kent	University of Kent	https://ror.org/00xkeyj56	GB	United Kingdom
University of Kent && London School of Economics	University of Kent	https://ror.org/00xkeyj56	GB	United Kingdom
University of Kent, United Kingdom	University of Kent	https://ror.org/00xkeyj56	GB	United Kingdom
University of Kentucky, Lexington	University of Kentucky	https://ror.org/02k3smh20	US	United States
University of Kentucky, USA	University of Kentucky	https://ror.org/02k3smh20	US	United States
University of Koblenz-Landau, Landau	University of Koblenz and Landau	https://ror.org/01j9f6752	DE	Germany
University of Konstanz	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Konstanz && Cluster of Excellence 'Politics of Inequality'	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Konstanz && Heidelberg Academy of Sciences and Humanities	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Konstanz && University of Zurich	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Konstanz, Germany	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Konstanz, Konstanz	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Konstanz, University of Salzburg	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University of Lausanne	University of Lausanne	https://ror.org/019whta54	CH	Switzerland
University of Lausanne && FORS	University of Lausanne	https://ror.org/019whta54	CH	Switzerland
University of Lausanne, Lausanne	University of Lausanne	https://ror.org/019whta54	CH	Switzerland
University of Lausanne, Switzerland	University of Lausanne	https://ror.org/019whta54	CH	Switzerland
University of Leeds, Leeds	University of Leeds	https://ror.org/024mrxd33	GB	United Kingdom
University of Leeds, United Kingdom	University of Leeds	https://ror.org/024mrxd33	GB	United Kingdom
University of Leicester	University of Leicester	https://ror.org/04h699437	GB	United Kingdom
University of Leicester, United Kingdom	University of Leicester	https://ror.org/04h699437	GB	United Kingdom
University of Leiden, Leiden	Leiden University	https://ror.org/027bh9e22	NL	Netherlands
University of Leiden, Netherlands	Leiden University	https://ror.org/027bh9e22	NL	Netherlands
University of Leuven, Belgium	KU Leuven	https://ror.org/05f950310	BE	Belgium
University of Limerick, Ireland	University of Limerick	https://ror.org/00a0n9e72	IE	Ireland
University of Lincoln, United Kingdom	University of Lincoln	https://ror.org/03yeq9x20	GB	United Kingdom
University of Lisboa	University of Lisbon	https://ror.org/01c27hj86	PT	Portugal
University of Lisbon	University of Lisbon	https://ror.org/01c27hj86	PT	Portugal
University of Liverpool	University of Liverpool	https://ror.org/04xs57h96	GB	United Kingdom
University of Liverpool, United Kingdom	University of Liverpool	https://ror.org/04xs57h96	GB	United Kingdom
University of Lodz	University of Łódź	https://ror.org/05cq64r17	PL	Poland
University of Lodz, Poland	University of Łódź	https://ror.org/05cq64r17	PL	Poland
University of London, United Kingdom	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University of Louisiana at Monroe, USA	University of Louisiana at Monroe	https://ror.org/02qeh3c90	US	United States
University of Louisiana, Lafayette	University of Louisiana at Lafayette	https://ror.org/01x8rc503	US	United States
University of Lucerne	University of Lucerne	https://ror.org/00kgrkn83	CH	Switzerland
University of Lucerne, Lucerne	University of Lucerne	https://ror.org/00kgrkn83	CH	Switzerland
University of Lucerne, Switzerland	University of Lucerne	https://ror.org/00kgrkn83	CH	Switzerland
University of Luxembourg, Luxembourg	University of Luxembourg	https://ror.org/036x5ad56	LU	Luxembourg
University of Luzern	University of Lucerne	https://ror.org/00kgrkn83	CH	Switzerland
University of Luzern, Switzerland	University of Lucerne	https://ror.org/00kgrkn83	CH	Switzerland
University of Luzern, Switzerland. University of Lucerne, Switzerland	University of Lucerne	https://ror.org/00kgrkn83	CH	Switzerland
University of Maastricht and European University Institute, Netherlands	Maastricht University	https://ror.org/02jz4aj89	NL	Netherlands
University of Macau	University of Macau	https://ror.org/01r4q9n85	MO	Macao
University of Macau, Macao	University of Macau	https://ror.org/01r4q9n85	MO	Macao
University of Mainz, Germany	Johannes Gutenberg University of Mainz	https://ror.org/023b0x485	DE	Germany
University of Malaga, Spain	Universidad de Málaga	https://ror.org/036b2ww28	ES	Spain
University of Malawi, Chancellor College, Malawi	University of Malawi	https://ror.org/04vtx5s55	MW	Malawi
University of Malta, Malta	University of Malta	https://ror.org/03a62bv60	MT	Malta
University of Manchester	University of Manchester	https://ror.org/027m9bs27	GB	United Kingdom
University of Manchester), United Kingdom	University of Manchester	https://ror.org/027m9bs27	GB	United Kingdom
University of Manchester, Manchester	University of Manchester	https://ror.org/027m9bs27	GB	United Kingdom
University of Manchester, United Kingdom	University of Manchester	https://ror.org/027m9bs27	GB	United Kingdom
University of Mannheim	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim & GESIS - Leibniz Institute for the Social Sciences, Germany	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim && Mannheim Centre for European Social Research && Collaborative Research Center 884	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
University of Mannheim && Mannheim Centre for European Social Research (MZES)	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
University of Mannheim && University of Barcelona	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim, Data and Web Science Group, School of Business Informatics and Mathematics	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim, Germany	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim, Germany. Mannheim Centre for European Social Research, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
University of Mannheim, Germany. University of Mannheim, Germany	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim, Mannheim	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannheim, Mannheim Centre for European Social Research	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
University of Mannheim, Mannheim Centre for European Social Research (MZES), Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
University of Mannheim, University of Heidelberg	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Mannhein, Germany	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University of Maryland, College Park	University of Maryland, College Park	https://ror.org/047s2c258	US	United States
University of Maryland, College Park, USA	University of Maryland, College Park	https://ror.org/047s2c258	US	United States
University of Maryland, USA	University of Maryland, College Park	https://ror.org/047s2c258	US	United States
University of Maryland, Washington DC	University of Maryland, College Park	https://ror.org/047s2c258	US	United States
University of Massachusetts Amherst, USA	University of Massachusetts Amherst	https://ror.org/0072zz521	US	United States
University of Massachusetts Lowell	University of Massachusetts Lowell	https://ror.org/03hamhx47	US	United States
University of Memphis	University of Memphis	https://ror.org/01cq23130	US	United States
University of Memphis, Tennessee	University of Memphis	https://ror.org/01cq23130	US	United States
University of Memphis, USA	University of Memphis	https://ror.org/01cq23130	US	United States
University of Miami, USA	University of Miami	https://ror.org/02dgjyy92	US	United States
University of Michigan	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
University of Michigan && University of Zurich	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
University of Michigan, Ann Arbor, USA	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
University of Michigan, Ann Arbor, USA. University of Michigan, USA	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
University of Michigan, USA	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
University of Middelsex, London	Middlesex University	https://ror.org/01rv4p989	GB	United Kingdom
University of Milan	University of Milan	https://ror.org/00wjc7c48	IT	Italy
University of Milan, Italy	University of Milan	https://ror.org/00wjc7c48	IT	Italy
University of Milano	University of Milan	https://ror.org/00wjc7c48	IT	Italy
University of Milano-Bicocca, Milan && Center for Research and Social Progress, Ponte dell'Olio	University of Milano-Bicocca	https://ror.org/01ynf4891	IT	Italy
University of Minnesota, Minneapolis, MN	University of Minnesota	https://ror.org/017zqws13	US	United States
University of Minnesota, USA	University of Minnesota	https://ror.org/017zqws13	US	United States
University of Mississippi	University of Mississippi	https://ror.org/02teq1165	US	United States
University of Mississippi, USA	University of Mississippi	https://ror.org/02teq1165	US	United States
University of Missouri	University of Missouri	https://ror.org/02ymw8z06	US	United States
University of Missouri, Columbia, USA	University of Missouri	https://ror.org/02ymw8z06	US	United States
University of Missouri, USA	University of Missouri	https://ror.org/02ymw8z06	US	United States
University of Missouri--St Louis, USA	University of Missouri–St. Louis	https://ror.org/037cnag11	US	United States
University of Missouri-Kansas City, Kansas City, USA	University of Missouri–Kansas City	https://ror.org/01w0d5g70	US	United States
University of Montreal	University of Montreal	https://ror.org/0161xgx34	CA	Canada
University of Montreal, Canada	University of Montreal	https://ror.org/0161xgx34	CA	Canada
University of Montreal, Montreal	University of Montreal	https://ror.org/0161xgx34	CA	Canada
University of Muenster, Germany	University of Münster	https://ror.org/00pd74e08	DE	Germany
University of Munich (LMU)	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
University of Munster, Germany	University of Münster	https://ror.org/00pd74e08	DE	Germany
University of Murcia	University of Murcia	https://ror.org/03p3aeb86	ES	Spain
University of Münster	University of Münster	https://ror.org/00pd74e08	DE	Germany
University of Münster, Department of Political Science	University of Münster	https://ror.org/00pd74e08	DE	Germany
University of Nevada, Reno, USA	University of Nevada Reno	https://ror.org/01keh0577	US	United States
University of Nevada, USA	University of Nevada Reno	https://ror.org/01keh0577	US	United States
University of New Mexico	University of New Mexico	https://ror.org/05fs6jp91	US	United States
University of New Mexico, Albuquerque	University of New Mexico	https://ror.org/05fs6jp91	US	United States
University of New Mexico, USA	University of New Mexico	https://ror.org/05fs6jp91	US	United States
University of Nicosia, Cyprus	University of Nicosia	https://ror.org/04v18t651	CY	Cyprus
University of Nigeria, Nsukka, Nigeria	University of Nigeria	https://ror.org/01sn1yx84	NG	Nigeria
University of North Carolina Wilmington, USA	University of North Carolina Wilmington	https://ror.org/02t0qr014	US	United States
University of North Carolina at Chapel Hill	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	US	United States
University of North Carolina at Chapel Hill, USA	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	US	United States
University of North Carolina at Charlotte	University of North Carolina at Charlotte	https://ror.org/04dawnj30	US	United States
University of North Carolina at Charlotte, Charlotte	University of North Carolina at Charlotte	https://ror.org/04dawnj30	US	United States
University of North Carolina at Charlotte, USA	University of North Carolina at Charlotte	https://ror.org/04dawnj30	US	United States
University of North Carolina, USA	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	US	United States
University of North Carolina-Chapel Hill, USA	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	US	United States
University of North Floirda, USA	University of Florida	https://ror.org/02y3ad647	US	United States
University of North Florida	University of North Florida	https://ror.org/01j903a45	US	United States
University of North Florida, USA	University of North Florida	https://ror.org/01j903a45	US	United States
University of North Texas, Denton	University of North Texas	https://ror.org/00v97ad02	US	United States
University of North Texas, USA	University of North Texas	https://ror.org/00v97ad02	US	United States
University of Notre Dame	University of Notre Dame	https://ror.org/00mkhxb43	US	United States
University of Notre Dame, USA	University of Notre Dame	https://ror.org/00mkhxb43	US	United States
University of Nottingham	University of Nottingham	https://ror.org/01ee9ar58	GB	United Kingdom
University of Nottingham, United Kingdom	University of Nottingham	https://ror.org/01ee9ar58	GB	United Kingdom
University of Oklahoma, USA	University of Oklahoma	https://ror.org/02aqsxs83	US	United States
University of Oldenburg	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	DE	Germany
University of Oldenburg, Germany	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	DE	Germany
University of Oslo	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo && Peace Research Institute Oslo (PRIO)	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo && University of Oxford	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, Department of Political Science	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, Norway && Peace Research Institute Oslo (PRIO), Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, OSLO	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, Oslo	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, Oslo, Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University of Oslo, PRIO, Norway	Peace Research Institute	https://ror.org/04dx54y73	NO	Norway
University of Osnabrück	Osnabrück University	https://ror.org/04qmmjx98	DE	Germany
University of Osnabrück, Germany	Osnabrück University	https://ror.org/04qmmjx98	DE	Germany
University of Oxford	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford - Department of Social Policy and Intervention - Nuffield College	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Blavatnik School of Government	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Centre on Migration, Policy, and Society	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Department of Political Science and International Relations Manor Road, Oxford	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Department of Politics and International Relations	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Nuffield College and Department of Politics and International Relations	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Oxford	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, Oxford Internet Institute	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, The Migration Observatory	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, UK	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, United Kingdom	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of Oxford, United Kingdom && University of Barcelona, Spain	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
University of PIttsburgh	University of Pittsburgh	https://ror.org/01an3r305	US	United States
University of Passau	University of Passau	https://ror.org/05ydjnb78	DE	Germany
University of Passau, Germany	University of Passau	https://ror.org/05ydjnb78	DE	Germany
University of Pavia	University of Pavia	https://ror.org/00s6t1f81	IT	Italy
University of Pavia, Italy	University of Pavia	https://ror.org/00s6t1f81	IT	Italy
University of Pennsylvania	University of Pennsylvania	https://ror.org/00b30xv10	US	United States
University of Pennsylvania, Philadelphia	University of Pennsylvania	https://ror.org/00b30xv10	US	United States
University of Pennsylvania, USA	University of Pennsylvania	https://ror.org/00b30xv10	US	United States
University of Pittsburgh	University of Pittsburgh	https://ror.org/01an3r305	US	United States
University of Pittsburgh, Pittsburgh	University of Pittsburgh	https://ror.org/01an3r305	US	United States
University of Pittsburgh, USA	University of Pittsburgh	https://ror.org/01an3r305	US	United States
University of Potsdam	University of Potsdam	https://ror.org/03bnmw459	DE	Germany
University of Potsdam, Germany	University of Potsdam	https://ror.org/03bnmw459	DE	Germany
University of Poznan, Poland	WSB University in Poznań	https://ror.org/04kz5ba43	PL	Poland
University of Quebec in Montreal	University of Quebec at Montreal	https://ror.org/002rjbv21	CA	Canada
University of Quebec in Montreal, Canada	University of Quebec at Montreal	https://ror.org/002rjbv21	CA	Canada
University of Reading	University of Reading	https://ror.org/05v62cm79	GB	United Kingdom
University of Reading, Reading	University of Reading	https://ror.org/05v62cm79	GB	United Kingdom
University of Reading, United Kingdom	University of Reading	https://ror.org/05v62cm79	GB	United Kingdom
University of Rhode Island, USA	University of Rhode Island	https://ror.org/013ckk937	US	United States
University of Richmond	University of Richmond	https://ror.org/03y71xh61	US	United States
University of Rochester	University of Rochester	https://ror.org/022kthw22	US	United States
University of Rochester, Rochester	University of Rochester	https://ror.org/022kthw22	US	United States
University of Rochester, USA	University of Rochester	https://ror.org/022kthw22	US	United States
University of Salamanca	Universidad de Salamanca	https://ror.org/02f40zc51	ES	Spain
University of Salamanca, Spain	Universidad de Salamanca	https://ror.org/02f40zc51	ES	Spain
University of Salzburg	University of Salzburg	https://ror.org/05gs8cd61	AT	Austria
University of Salzburg, Austria	University of Salzburg	https://ror.org/05gs8cd61	AT	Austria
University of Salzburg, Austria && University of Reading, United Kingdom	University of Salzburg	https://ror.org/05gs8cd61	AT	Austria
University of Sao Paulo, Brazil	Universidade de São Paulo	https://ror.org/036rp1748	BR	Brazil
University of Sheffield, United Kingdom	University of Sheffield	https://ror.org/05krs5044	GB	United Kingdom
University of Siegen, Germany	University of Siegen	https://ror.org/02azyry73	DE	Germany
University of Siena	University of Siena	https://ror.org/01tevnk56	IT	Italy
University of South Alabama, USA	University of South Alabama	https://ror.org/01s7b5y08	US	United States
University of South Carolina	University of South Carolina	https://ror.org/02b6qw903	US	United States
University of South Carolina, Columbia	University of South Carolina	https://ror.org/02b6qw903	US	United States
University of South Carolina, USA	University of South Carolina	https://ror.org/02b6qw903	US	United States
University of South Eastern Norway, Norway	University of South-Eastern Norway	https://ror.org/05ecg5h20	NO	Norway
University of South-Eastern Norway	University of South-Eastern Norway	https://ror.org/05ecg5h20	NO	Norway
University of South-Eastern Norway, Norway	University of South-Eastern Norway	https://ror.org/05ecg5h20	NO	Norway
University of Southampton	University of Southampton	https://ror.org/01ryk1543	GB	United Kingdom
University of Southampton, UK	University of Southampton	https://ror.org/01ryk1543	GB	United Kingdom
University of Southampton, United Kingdom	University of Southampton	https://ror.org/01ryk1543	GB	United Kingdom
University of Southern California	University of Southern California	https://ror.org/03taz7m60	US	United States
University of Southern California, USA	University of Southern California	https://ror.org/03taz7m60	US	United States
University of Southern Denamrk	University of Southern Denmark	https://ror.org/03yrrjy16	DK	Denmark
University of Southern Denmark	University of Southern Denmark	https://ror.org/03yrrjy16	DK	Denmark
University of Southern Denmark, Denmark	University of Southern Denmark	https://ror.org/03yrrjy16	DK	Denmark
University of St. Andrews	University of St Andrews	https://ror.org/02wn5qz54	GB	United Kingdom
University of St. Gallen	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
University of St. Gallen, Switzerland	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
University of St. Gallen, Switzerland. St Gallen, Switzerland. University of St.Gallen, Switzerland	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
University of St. Gallen, Switzerland. University of St Gallen, Switzerland	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
University of St.Gallen, School of Economics and Political Science, Switzerland	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
University of St.Gallen, Switzerland	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
University of Stavanger	University of Stavanger	https://ror.org/02qte9q33	NO	Norway
University of Stavanger, Norway	University of Stavanger	https://ror.org/02qte9q33	NO	Norway
University of Stirling, United Kingdom	University of Stirling	https://ror.org/045wgfr59	GB	United Kingdom
University of Strathclyde	University of Strathclyde	https://ror.org/00n3w3b69	GB	United Kingdom
University of Strathclyde & University of Essex, United Kingdom	University of Strathclyde	https://ror.org/00n3w3b69	GB	United Kingdom
University of Strathclyde, Glasgow	University of Strathclyde	https://ror.org/00n3w3b69	GB	United Kingdom
University of Strathclyde, UK	University of Strathclyde	https://ror.org/00n3w3b69	GB	United Kingdom
University of Strathclyde, United Kingdom	University of Strathclyde	https://ror.org/00n3w3b69	GB	United Kingdom
University of Stuttgart	University of Stuttgart	https://ror.org/04vnq7t77	DE	Germany
University of Stuttgart, Germany	University of Stuttgart	https://ror.org/04vnq7t77	DE	Germany
University of Sydney, Sydney	University of Sydney	https://ror.org/0384j8v12	AU	Australia
University of Tampa, USA	University of Tampa	https://ror.org/007h1g065	US	United States
University of Tartu	University of Tartu	https://ror.org/03z77qz90	EE	Estonia
University of Tartu, Estonia	University of Tartu	https://ror.org/03z77qz90	EE	Estonia
University of Tennessee, Knoxville	University of Tennessee at Knoxville	https://ror.org/020f3ap87	US	United States
University of Tennessee, Knoxville, USA	University of Tennessee at Knoxville	https://ror.org/020f3ap87	US	United States
University of Tennessee, USA	University of Tennessee at Knoxville	https://ror.org/020f3ap87	US	United States
University of Texas at Austin	The University of Texas at Austin	https://ror.org/00hj54h04	US	United States
University of Texas at Austin, Austin, USA	The University of Texas at Austin	https://ror.org/00hj54h04	US	United States
University of Texas at Austin, USA	The University of Texas at Austin	https://ror.org/00hj54h04	US	United States
University of Texas at Dallas	The University of Texas at Dallas	https://ror.org/049emcs32	US	United States
University of Texas at Dallas / Vienna University of Economics and Business	The University of Texas at Dallas	https://ror.org/049emcs32	US	United States
University of Texas at Dallas, USA	The University of Texas at Dallas	https://ror.org/049emcs32	US	United States
University of Texas at El Paso, USA	The University of Texas at El Paso	https://ror.org/04d5vba33	US	United States
University of Texas, USA	The University of Texas at El Paso	https://ror.org/04d5vba33	US	United States
University of Texas, USA. University of Texas at Austin, USA	The University of Texas at Austin	https://ror.org/00hj54h04	US	United States
University of Tokyo	The University of Tokyo	https://ror.org/057zh3y96	JP	Japan
University of Tokyo, Japan	University of Tokyo	https://ror.org/057zh3y96	JP	Japan
University of Toronto	University of Toronto	https://ror.org/03dbr7087	CA	Canada
University of Toronto, Canada	University of Toronto	https://ror.org/03dbr7087	CA	Canada
University of Trento, Italy	University of Trento	https://ror.org/05trd4x28	IT	Italy
University of Trier, Germany	University of Trier	https://ror.org/02778hg05	DE	Germany
University of Turin	University of Turin	https://ror.org/048tbm396	IT	Italy
University of Turku	University of Turku	https://ror.org/05vghhr25	FI	Finland
University of Turku && VATT Institute for Economic Research	University of Turku	https://ror.org/05vghhr25	FI	Finland
University of Turku, Finland	University of Turku	https://ror.org/05vghhr25	FI	Finland
University of Turku, Turku && VATT Institute for Economic Research, Helsinki	University of Turku	https://ror.org/05vghhr25	FI	Finland
University of Twente, Netherlands	University of Twente	https://ror.org/006hf6230	NL	Netherlands
University of Tübingen, Germany	University of Tübingen	https://ror.org/03a1kwz48	DE	Germany
University of Uppsala, Sweden	Uppsala University	https://ror.org/048a87296	SE	Sweden
University of Uppsala, Uppsala	Uppsala University	https://ror.org/048a87296	SE	Sweden
University of Utah, USA	University of Utah	https://ror.org/03r0ha626	US	United States
University of Utrecht, Netherlands	Utrecht University	https://ror.org/04pp8hn57	NL	Netherlands
University of Valencia	University of Valencia	https://ror.org/043nxc105	ES	Spain
University of Vienna	University of Vienna	https://ror.org/03prydq77	AT	Austria
University of Vienna , Department of Communication	University of Vienna	https://ror.org/03prydq77	AT	Austria
University of Vienna, Austria	University of Vienna	https://ror.org/03prydq77	AT	Austria
University of Vienna, Austria && MZES, University of Mannheim, Germany	University of Vienna	https://ror.org/03prydq77	AT	Austria
University of Vienna, Department of Government	University of Vienna	https://ror.org/03prydq77	AT	Austria
University of Vienna, Vienna	University of Vienna	https://ror.org/03prydq77	AT	Austria
University of Virginia	University of Virginia	https://ror.org/0153tk833	US	United States
University of Virginia, USA	University of Virginia	https://ror.org/0153tk833	US	United States
University of Warsaw	University of Warsaw	https://ror.org/039bjqg32	PL	Poland
University of Warsaw, Poland	University of Warsaw	https://ror.org/039bjqg32	PL	Poland
University of Warwick	University of Warwick	https://ror.org/01a77tt86	GB	United Kingdom
University of Warwick & CEPR, United Kingdom	University of Warwick	https://ror.org/01a77tt86	GB	United Kingdom
University of Warwick, United Kingdom	University of Warwick	https://ror.org/01a77tt86	GB	United Kingdom
University of Washington	University of Washington	https://ror.org/00cvxb145	US	United States
University of Washington, USA	University of Washington	https://ror.org/00cvxb145	US	United States
University of Western Ontario	Western University	https://ror.org/02grkyz14	CA	Canada
University of Western Ontario, Canada	Western University	https://ror.org/02grkyz14	CA	Canada
University of Wisconsin - La Crosse, USA	University of Wisconsin–La Crosse	https://ror.org/00x8ccz20	US	United States
University of Wisconsin, Madison	University of Wisconsin–Madison	https://ror.org/01y2jtd41	US	United States
University of Wisconsin, USA	University of Wisconsin–Madison	https://ror.org/01y2jtd41	US	United States
University of Wisconsin-Madison	University of Wisconsin–Madison	https://ror.org/01y2jtd41	US	United States
University of Wisconsin-Madison, USA	University of Wisconsin–Madison	https://ror.org/01y2jtd41	US	United States
University of Wisconsin-Milwaukee	University of Wisconsin–Milwaukee	https://ror.org/031q21x57	US	United States
University of Wisconsin–Madison, USA	University of Wisconsin–Madison	https://ror.org/01y2jtd41	US	United States
University of Witten/Herdecke	Witten/Herdecke University	https://ror.org/00yq55g44	DE	Germany
University of Witten/Herdecke, Germany	Witten/Herdecke University	https://ror.org/00yq55g44	DE	Germany
University of Würzburg, Germany	University of Würzburg	https://ror.org/00fbnyb24	DE	Germany
University of York	University of York	https://ror.org/04m01e293	GB	United Kingdom
University of York, United Kingdom	University of York	https://ror.org/04m01e293	GB	United Kingdom
University of Zurich	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich && Aarhus University	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich && Durham University	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich (UZH)	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich | Aarhus University	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich, Department of Political Science	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich, Switzerland	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich, Switzerland && University of Konstanz, Germany	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich, Urdorf	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich, Zurich	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zurich, Zurich && University College Dublin, Dublin	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zürich	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zürich, Switzerland	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zürich, Switzerland. University of Zurich, Switzerland	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of Zürich, Zürich	University of Zurich	https://ror.org/02crff812	CH	Switzerland
University of the Ryukyus && Harvard University	University of the Ryukyus	https://ror.org/02z1n9q24	JP	Japan
University ofGreifswald, Germany	University of Greifswald	https://ror.org/00r1edq15	DE	Germany
University og Basel	University of Basel	https://ror.org/02s6k3f65	CH	Switzerland
Università Cattolica del Sacro Cuore, Milano, Italy	Catholic University of the Sacred Heart	https://ror.org/03h7r5v07	IT	Italy
Università degli Studi Milano, Italy	University of Milan	https://ror.org/00wjc7c48	IT	Italy
Università degli Studi della Calabria, Italy	University of Calabria	https://ror.org/02rc97e94	IT	Italy
Università degli Studi di Messina, Italy	University of Messina	https://ror.org/05ctdxz19	IT	Italy
Università degli Studi di Milano	University of Milan	https://ror.org/00wjc7c48	IT	Italy
Università degli Studi di Milano - Bicocca, Italy	University of Milano-Bicocca	https://ror.org/01ynf4891	IT	Italy
Università degli Studi di Milano, Italy	University of Milan	https://ror.org/00wjc7c48	IT	Italy
Università degli Studi di Milano, Milan	University of Milan	https://ror.org/00wjc7c48	IT	Italy
Università di Urbino Carlo Bo	University of Urbino	https://ror.org/04q4kt073	IT	Italy
Universität Basel, Switzerland	University of Basel	https://ror.org/02s6k3f65	CH	Switzerland
Universität Bremen && University of Zurich	University of Bremen	https://ror.org/04ers2y35	DE	Germany
Universität Duisburg-Essen	University of Duisburg-Essen	https://ror.org/04mz5ra38	DE	Germany
Universität Duisburg-Essen, Germany	University of Duisburg-Essen	https://ror.org/04mz5ra38	DE	Germany
