year	abstract_id	abstract_ref	abstract_title	abstract_text	abstract_presenters	abstract_topic
2020	0060	1421	Sharing is Believing? Exploring Misinformation Diffusion and Detection	Despite a burgeoning literature on people’s acceptance of fake news, we find few studies have been devoted to exploring why and how people share news, particularly fake news (cf. Halpern et al., 2019). Using social network analysis across 4 social media forums (Twitter, Facebook, Instagrama and Whatsapp, we find that people tend to filter out real news and share fake news. Our two-step experiment suggests that people do not invoke their analytical capabilities when sharing news. Instead, partisan affinity as well as their social networking (discussion of politics, and internet usage) strongly predicts news items they share. However, when asked to assess news, analytical thinking matters and there are no significant differences between people from different parties. Since people normally do not have the time to cross-check and analyze the validity of the news items they encounter, they tend to make a lot of mistakes when it comes to sharing fact-checked items. Indeed, fake news infects networks more so than true news, and most worryingly of all, everybody shares fake news.	Mark Shephard	NA
2020	0068	536	Parties' Responsiveness in Campaigns for Ballot Proposals.	Research on political campaigns has given birth to a large variety of research that aim to understand what are the effects of political campaigns on public opinion. On the contrary, we know very little on the extent to which public opinion influences political campaigning. The new channels of communication that are social networks allow parties to adapt very fast to specific situations. Nonetheless, I am not aware of any research that yet questioned the reverse causality in the study of political campaigns. In this paper, I try to fill this gap by studying digital communication of parties and politician during direct democratic campaigns. By using a panel cross sectional dataset, this research tries to investigate the effect of public opinion polls on parties??? communication during political campaigns in Switzerland. The direct democratic context gives the opportunity to study the same actors on different topics and analyse their responsiveness. The results suggest that, not only parties and politicians communicate more when they align with their electorate, but also that they adopt a low profile when their position is not in line with their electorate.	Maxime Walder	NA
2020	0045	937	“Does Supranationalisation of Economic Policy Blur Responsibility? German and Greek Economic Voting in the context of EMU”	The creation of the Euro has meant one of the most important national policies, monetary policy, has been supranationalised. The goal of this paper is to understand how this transformation of economic decision-making in Europe may have impacted the economic voting behaviour of electorates at the national level. What may happen to economic voting if citizens of Eurozone countries understand that economic decisions are increasingly decided upon at a supranational rather than national level? We seek to answer this question using novel data from two representative online surveys that were implemented simultaneously in Germany and Greece in January 2019. These two countries were selected since they exhibit some diverging performances in the last twenty years in the Eurozone. We present a comprehensive vote model where the importance of economic perceptions are first presented as a baseline. Then, economic perceptions are interacted with the degree to which citizens perceive that the EU is responsible for economic policy. We will also differentiate the results according to whether the individuals have more or less political information, through readership of newspapers. The reason to do so is due to the fact that the importance of the EU for economic responsibility may impact to a greater extent on national economic voting in conditions of greater information. We expect those who are more informed about the consequences of supranationalisation of politics to be more aware of its impact on the ability to hold the government accountable for economic performance.	Roberto Pannico	NA
2020	0053	428	How Norms Shape the Nature and Origins of Mass Belief Systems	Are Americans’ policy preferences constrained by ideological belief systems? If so, what does this imply? After more than fifty years of research, consensus remains elusive. We bring clarity to this debate by addressing three vital questions: First, researchers operationalize constraint based on their own expectations, but is there really normative consensus among ideology group members on “what goes with what?” Using an incentivized coordination game, we find substantial variability in the clarity of ideological norms across issues. Second, the extant literature equates lack of constraint with political ignorance, but how many seemingly “ideologically innocent” voters know “what goes with what” yet choose to flout these norms? When we measure political beliefs and knowledge of ideological norms separately, it becomes clear that ignorance and pragmatism are typically conflated. Third, does constraint facilitate accountability or does it just represent strong adherence to ideological norms? Using a survey experiment, we find that priming norms increases adherence. This suggests that the most ideologically constrained are the strongest norm followers and perhaps not best suited to ensure accountability.	Mark Pickup	NA
2020	0061	545	Thermostatic Environmentalism: Extreme Weather Events and Vote for Green Parties in Western Europe.	Evidence exists that experience of natural disasters and extreme weather affects attitudes and concerns about climate change, and increases support for climate policies. Yet, less evidence exists about how this in turn affects voting behavior. This study exploits a newly constructed georeferenced municipal-level dataset of European Parliament election results in 11 western European countries from 1994 to 2019 to explain the surge in public support for Green parties. We combine georeferenced data on floods and other extreme weather events, obtained from the European Environmental Agency and the Climate Research Unit at the University of East Anglia (CRU-TS 3.25), with election returns data. We estimate models for Green party vote shares in each European Parliament election as a function of temperature anomalies and of the distance of the municipality from the recorded location of a flood. Given that the occurrence of an extreme natural event is plausibly exogenous with respect to voting behavior, we can estimate reduced form (intention to treat) causal effects of climate-change related events on support for Green parties. We also use data on climate concern from the Eurobarometer, locating respondents at the level of NUTS2 regions and attributing to them their region’s weather and flood variables. We find that experiences of natural disasters and extreme weather events trigger support for Green parties. In addition, corroborating the reduced-form evidence, we find that individuals who reside in regions more affected by temperature anomalies and floods are more likely to consider climate change and environmental issues as policy priorities.	Piero Stanig	NA
2020	0070	1567	Political consequences of regional economic divergence in the UK	One of the most important post-war economic developments in Britain has been a widening of regional disparities, initially between North and South, and then between London and the rest of Britain. By the 1980s the North-South economic divide was coupled with a political divide between a poorer Labour voting North and a more prosperous Conservative voting South. By 2019 the richest region, London, was the most Labour voting. This paper develops various theories that may help explain these developments, especially regarding the social consequences of economic divergence for inter-regional migration and intra-regional inequality. Hypotheses are tested using a mixture of macro-regional and micro-individual level survey data over time. The analysis and results will be important for understanding how economic geography may affect political developments in other high-income democracies.	Stephen Fisher	NA
2020	0046	698	The Institutional Dilemma in Democratic Subversion: Supermajorities, Polarization, and Forms of Government	Elected incumbents with support from supermajorities in legislatures have recently been primary drivers of democratic backsliding and subversion in some established democracies. Why and when do established democracies succumb to such threats? I argue that extraordinary events can give party leaderships of policy-seeking political parties in polarized societies an opportunity to select populist candidates who can help their party gain a qualified majority in the legislature required to dismantle horizontal checks and balances. Such democratic backsliding can enable that party's leadership to lock in their ideal policy. Yet, reduced checks and balances also enable populist incumbents to subvert democracy completely, thereby pushing the party leadership out of policy making processes. Impeachment through supermajorities in presidential systems and votes of no confidence through absolute majorities in parliamentary systems can constitute a credible threat against a populist incumbent's opportunism. But uncertainty about the fraction of the latter's loyal adherents in the legislature can undermine it. I develop a Markov game which shows that party leaderships may still have incentives to gamble on democratic subversion despite such uncertainty. Polarization between political parties reinforces leadership incentives to dismantle checks and balances. Heterogeneity of policy preferences within political parties reduces them. Most strikingly, parliamentary democracies are at higher risk to get dismantled than presidential ones. Once a presidential democracy has become a backslidden democracy, however, it is more vulnerable to full subversion than its parliamentary counterpart.	Felix Dwinger	NA
2020	0054	379	Authoritarian Rule and Party System Fragmentation	Although the literature on the determinants of successful democratic transition is substantial, it has greatly overlooked the impact of authoritarianism on the formation party systems in new democracies. How does the legacy of authoritarian rule affects the evolution of party systems in these countries? We develop a theory that encompasses authoritarian regimes of the post-WWII period located in Southern, Post-Communist Europe and Latin America. We build our expectations on two premises: that authoritarian regimes are not ideologically neutral and that after democratic transition both citizens and political elites are critical to the previous regime. This combined logic suggests that political parties in new democracies attempt to move away from the ideology of the dictator, placing themselves on the opposite side of the ideological spectrum. We show that in both left and right-wing regimes there are asymmetric levels of party system fragmentation, with fewer parties located in the dictator’s ideological side. This positioning tends to converge with time as party systems become consolidated.	Catarina Leão, Elias Dinas, Ksenia Northmore-Ball	NA
2020	0062	1424	Torn Between Two Candidates? Candidate Selection under Limited Supply of Female Candidates	The candidate selection process within parties is a critical stage for the descriptive representation of women. This internal process within parties is the main gatekeeperin the recruitment of women as candidates. In this paper I argue that due to the limited supply of female candidates party selectorates may face trade-offs in the candidateselection process: Party selectorates may have to choose between maximizing descriptive characteristics (e.g. Gender), electoral, and ideological concerns. To model thesetrade-offs I employ a conjoint experiment, presenting over 1400 state level party leaders in Germany, Austria, and Switzerland with the choice between randomly generated candidatesfor a party list. I show that left-wing and center party leaders value the descriptive representation of women as decision making factor dynamically depending on the absolute level of descriptive representation of women. The worse women are represented, the stronger effect of gender on the candidate selection. This interaction between the level of descriptive representation of women and the strength of gender on the candidate selection does not exist among right-wing respondents.	Marco Radojevic	NA
2020	0069	128	When does education promote democratic values? Evidence from curriculum reforms in Mexico, 1960-2010	There has been renewed global interest in the role that schools can play to strengthen democracy, peace, and tolerance. However, empirical studies find mixed (positive, negative, and null) effects of additional years of schooling on democratic attitudes and political participation. It is unclear what explains the variation in findings. We hypothesize that individual political attitudes and behaviors are shaped, among other things, by the content of education. To test this hypothesis, we study the consequences of national primary school curriculum reforms in Mexico from 1960 to the present. Our research design combines automated text analysis of the entire corpus of textbooks used in Mexican primary schools from 1960 to the present, with difference-in-differences estimates of the impact of textbook reforms on long-run political attitudes and behaviors. The preliminary analysis suggests that the content of textbooks that adults were exposed to during primary school indeed shapes their contemporary political attitudes and behaviors. Our study helps refine our understanding of the mechanisms and conditions under which education promotes democracy.	Agustina Paglayan	NA
2020	0047	48	Manifestos versus Campaign Ads—Parties’ Demographic Appeals to Voters in Israel and the Netherlands, 1977-2015.	Election campaigns are used by political parties to address the voters with the aim of gaining their support. Among the various mediums available to political parties to appeal to voters, the scholarship has focused primarily on election manifestos, and the policy appeals parties make within them. In this study I argue that in order to better understand parties’ appeals to voters, we should evaluate not only their policy appeals (what parties say) but also demographic appeals (who they say it to). Further, I argue that we should not only focus on election manifestos but also on other election campaign materials such as posters, flyers, leaflets, and pamphlets. Using a unique dataset of parties’ manifestos and non-manifesto campaign materials in Israel and the Netherlands between 1977-2015, this paper shows both the variation in type of appeal made by parties within- and between these two countries, and also the variation in appeals found in manifestos and other campaign materials. It emphasizes the importance of diversifying the materials we use to analyze parties’ behavior and the importance of expanding our understanding of parties’ appeals to voters.	Alona Dolinsky	NA
2020	0055	754	Legislative debates in presidential systems. Government-opposition dynamics in MPs’ speeches in Latin America	Legislative representatives are central figures of democratic systems. Their behavior has a decisive influence on policy outputs and thus on the entire political process. In turn, the behavior of individual MPs is significantly shaped by the institutional context, which differs significantly between presidential and parliamentary systems. Comparative analyses, however, largely focus on parliamentary systems and case studies often study the US system. We argue that especially government-opposition dynamics do not travel to Latin American presidential systems due to the differences in legislative-vs-executive relationships. We hypothesize that MPs from governing parties will be less united in parliamentary debate and less coordinated with the executive in presidential systems. We also expect MPs from governing parties to be more critical to the executive in presidential systems, since there is no principal-agent link. In order to test our theoretical expectations, we scraped and structured all parliamentary records from Chile, Mexico, Argentina and Peru for more than 25 years. This novel dataset of full-text annotated speeches not only opens up the possibility of comparing four presidential democracies over a substantial period of time. The common language allows comparable analyses with text-as-data approaches. We apply sentiment analysis to measure the tone of opposition and governing parties vis-à-vis presidential executive dynamics. Furthermore, we test whether the tone of parliamentary speech varies across the presidential (electoral) cycle. Our results have important implications for our understanding of how MPs in presidential systems behave and to what extent this depends on country and time-specific factors.	Jan Schwalbach, Daniel Saldivia Gonzatti	NA
2020	0063	922	Team Policy Production	I develop a model of policy making by a team. In the model, policy outcomes arethe product of the joint efforts of a legislature and an executive where each branch ismodeled as a unitary actor. Substantively, this captures the idea that policy outcomesunder the separation of powers are a function of legislative design, deliberation, andoversight working in conjunction with executive branch implementation.The actions of the agents generate outcomes that vary across two dimensions: adistributive dimension and a quality dimension. The distributive dimension re ectshow the divergent policy goals of the agents are reconciled. The quality dimensionre ects a set of features that enhance the efficacy, efficiency, or equity of policyoutcomes. Quality outcomes are jointly determined by the efforts and capacities ofof both actors.	Nolan McCarty	NA
2020	0071	1586	Devolved Disagreements and Electoral Success: How intra-party disagreements over regional issues influences parties’ election success	Intra-party diversity challenges parties’ ability to reach internal consensus. Members from differing geographic regions hold competing preferences over solutions to local problems. These differences manifest in disagreements over the powers for regional governments, particularly in unitary states with devolved powers. We propose that parties incapable of managing an internal consensus on prominent issues such as devolution will attract less electoral support from regions with distinct independence movements. To test predictions from this perspective, we combine supervised analysis of speeches from party national conferences in the UK with survey evidence from the British Election Study to predict voters’ support for national parties in devolved settings. We use supervised machine learning approaches to estimate differences in preferences over regional powers using a new dataset and corpus of party conference speeches from the UK 1997 – 2018. The primary analysis estimates regional differences in intra-party support for devolved powers with data on public opinion. We expect to find that when the national UK parties disagree over regional issues that Scottish and Welsh voters will be less likely to vote for them and perceive the parties as more divided. The results from will provide evidence to evaluate a theory of intra-party decision-making and support for institutional reform and demonstrate the usefulness of supervised approaches for studying intra-party politics.	Zachary Greene	NA
2020	0076	1677	Should I Stay or Should I Go? The British Membership Game between Prime Ministers, the Rank-and-File, and the Voters	We explain the referendum decision on British membership of the European Communities (EC) and European Union (EU) from a principal-agent perspective between the Prime Minister and the rank-and-file. We show that announcing a referendum on the Prime Minister's membership proposal helps to win the general election when the rank-and-file cannot agree on an intra-party compromise solution on the terms of membership. When the Prime Minister overcomes the mistrust of the rank-and-file against his effectiveness in having negotiated new membership terms with the other member states, the voters are more likely to follow his proposal. Otherwise, when intra-party controversies reveal the principal-agent problem, the initially uninformed voters can learn about the dysfunctionality of the Prime Minister's membership proposal and are more likely to reject it.	Thomas König, Xiao Lu	NA
2020	0048	359	Why Go Public . . . and to What Effect?	Appeals from executives to the electorate have grown markedly over past decades. However, while insightful, empirical scholars have had difficulty establishing the impacts of such efforts. One possible reason is that microfoundations are underdeveloped. Hence, we analyze a model where the executive can potentially raise the public profile of an issue and, contrary to past theoretical work, send a signal about the quality of one option relative to another while considering a variety of costs and benefits. Our results indicate that the executive's going public is not always associated with observable success—indeed, sometimes failure is guaranteed—and, yet, better choices are likely given the existence of the going public option relative to a hypothetical world without it. Results are largely robust to allowing the chief executive to signal privately without public observance of information transmission. Our findings are roughly consistent with empirical scholarship and have important implications for future work.	Lawrence Rothenberg	NA
2020	0056	7	Do Voters Care About Corruption? Theory and Evidence from Conjoint Experiments in India and the UK	Electoral accountability for corruption has been shown to be generally weak. However,we still know little about why this is the case. I propose a novel argument to explain thispuzzle. Just how weak accountability for corruption is depends on the salience ofcorruption to voters, and how salient corruption is depends, in turn, on an individual'sincome. I test this explicitly political economy argument in conjoint experiments andwith large-N observational survey data to measure the salience of corruption and itseffect on vote choice, moderated by individual income. Results from India and theUnited Kingdom imply that there is a purely material self-interest side to corruptionvoting. Voters do not punish politicians for corruption when corruption is not salient tothem, and this depends on whether they are rich or poor.	Mats Ahrenshop	NA
2020	0064	24	Learning to constrain: Political competition, polarization, and randomized controlled trials	This paper provides a political economic analysis of Randomized Controlled Trial (RCT) experiments in international development. We argue that in more politically competitive environments, where incumbents face a higher probability of losing power, governments have stronger incentive to run RCTs and implement reforms to constrain successors' margin of policy discretion. Moreover, the effect of competition on the probability to host RCTs is stronger in more polarized societies since the incumbent's cost of losing power is higher when the opposition's ideal policies are further away. We propose a formal model and then empirically examine its theoretical predictions using a unique data set on RCTs that we have compiled. Over a cross-national panel, we find that RCTs are more likely to occur in electorally competitive jurisdictions, and that the effect is amplified by political polarization.	Michael Dorsch	NA
2020	0072	427	What the public wants to know: Evidence from quantitative text analysis of freedom of information requests to the UK government	From Bentham to Sen, philosophers, and political economists have agreed that access to government information is critical for democracy and development. In the past two decades, both democratic and authoritarian governments have adopted freedom of information acts (FOIA) that enables citizens to ask for specific information of their interest that the government holds. Many scholars studied why governments pass the legislation that subjects them to greater scrutiny. However, studies exploring what citizens seek to know once they have the legal right to do so are scarce. Understanding the public demand for government information is essential for assessing if FOIA is implemented as intended and fulfils its democratic oversight function. I study the public demand for the UK central government’s information using the data from Whatdotheyknow.com, an online participation platform for submitting information requests. Using unsupervised learning techniques, I analysed the texts of all information requests sent to the central government bodies through this platform since its start in 2008 to the end of 2017, over 37 000 requests in total. I explored the proportion of the topics within these requests and if the government is more likely to reject the requests on some topics than others. I found that the majority of requesters are pursuing information in their private rather than public interest. These results suggest that FOIA is used differently than initially intended, but also point to the systematic failures of certain public bodies to respect other citizens’ rights.	Maria Zuffova	NA
2020	0077	572	The Expansion of Criminal Organizations to Strong States: Evidence from the South to North of Italy Mafia Transplantation	The emergence of criminal organizations is often attributed to weak states’ inability to protect the property rights and safety of their citizens. Yet, criminal organizations often expand to states with strong capacity and well-functioning institutions. This paper proposes a theory accounting for this phenomenon. I focus on one distinctive feature of strong states: their capacity to enforce political and economic competition. I argue that criminal organizations take advantage of highly competitive environments and expand by offering political and economic actors critical resources to gain an edge over competitors. I test this theory in the context of Northern Italy, a region with high social capital and well-functioning democratic institutions, but which has suffered of mafia infiltration since the 1960s. I construct a new municipality level measure of mafia presence, scraping mafia-related news from historic newspapers and validating them with present time mafias indicators from judicial sources and NGOs. My main result, obtained using an instrumental variable approach, is that increases in competition in the construction market (due to a construction boom) and in mafias’ capacity to offer cheap illegal labor (by exploiting migrants from mafia-controlled areas in the south) allowed them to expand to the north. Mafia infiltration impacts politics in the long-run: infiltrated cities display higher support for the Christian Democracy, even when political scandals (Tangentopoli) hit the party and later for Berlusconi. This evidence suggests that mafias’ expansion leveraged deals not only with economic actors but also with political actors, including vote buying for specific parties.	Gemma Dipoppa	NA
2020	0049	1466	From Polarization of the Public to Polarization of the Electorate: EP Elections as the Preferred Race for Ideologues	Previous studies of voter turnout have analyzed the socio-economic and demographic factors that drive mobilization. Less attention has been paid to the role of ideology and attitudes in leading people to participate. Studies of European Parliament elections often view them as second-order races. Our study contributes to the existing literature by looking at the effect of attitudes for participation in both EP and national elections. We uncover significant differences between the two. Particularly, we show that ideologues turnout more than centrist voters during EP elections, but not in national ones. Moreover, we show that some salient issues (particularly the economy and attitudes towards Europe) drive this effect (while others, such as immigration, do not). Our results inform why the European Parliament became more polarized, even in absence of significant changes in the overall attitudes of the European publics. Our results also explain why extreme parties can be more successful in EP elections than in national ones. Lastly, our results also show how British Eurosceptic parties made it to the European parliament, despite the fact that Eurosceptics usually participate less in European elections. These results have strong implications for the future of the EU and for the scholarship on turnout and mobilization.	Jonathan Slapin	NA
2020	0057	495	Rule-making at the Court of Justice of the European Union	In the context of preliminary reference procedures, the Court of Justice of the European Union (CJEU) routinely clarifies national courts’ questions surrounding the application of union law in EU member states. In the process, the CJEU defines legal rules which guide the future decision-making of national courts adjudicating conflict between domestic and union law. What we know little about is how the CJEU decides on the appropriate level of specificity of these legal rules. Determinate rules promise to guide the future decision-making of national courts in cases with underlying facts very similar to the case at the heart of the preliminary reference procedure. Less specific rules promise to apply to a wider set of cases before national courts, albeit leaving national courts greater flexibility in interpreting the implications of the CJEU’s rules for their own actions. In this paper, I develop and test a formal model of the CJEU’s rule-making in preliminary reference procedures. The model identifies how existing precedents previously established by the CJEU as well as constraints faced by national courts when adjudicating conflict between domestic and union law shape the CJEU’s choice of rule specificity. The formal model’s empirical implications are tested using the text and metadata from the CJEU’s judgments in preliminary reference procedures between 1997 and 2018.	Philipp Schroeder	NA
2020	0065	493	The Evolution of Policy Complexity in the European Union	Although policy complexity has been identified as one of the major challenges for the EU both by practitioners and EU scholars, the complexity of EU law is rarely measured and studied systematically. In this paper, we trace the complexity of EU policies from the days of the European Communities up to the present day and investigate the extent to which various rounds of EU enlargement and treaty revisions have impacted upon the complexity of the EU’s secondary legislation. Our analysis is built on a novel index of policy complexity that relies on a computer-based measurement approach, covering textual aspects of technicality, indeterminacy, institutional differentiation and density. The original dataset contains information on the complexity of the initial policy proposal and final text of all decision-making procedures available in the EUR-Lex database, aggregating data of more than 50,000 legal texts nested within approximately 30,000 legislative procedures between 1965 and 2019. Our data thus allow us to assess how policy complexity varies over time as well as across legislative procedures and policy areas. At a theoretical level, we hypothesize that, controlling for policy-specific factors, the evolution of policy complexity should be jointly driven by power shifts in the EU’s institutional architecture (treaty revisions) and changes in the number of veto players (enlargement). The paper has important implications for comparative political science, as it provides us with a broader understanding of the ways in which political institutions shape the complexity of public policies.	Steffen Hurka, Maximilian Haag	NA
2020	0073	1188	Interrogating the Opponent? The Use of Blue-Card Questions in the European Parliament	In many parliaments around the world, legislators can use interventions to spontaneously react to their opponents' views during the debate. Such interventions, called blue-card questions, have been introduced in the European Parliament in 2009 to increase interaction during plenary debates. However, we currently know little about how Members of the European Parliament use these blue-card questions given that in contrast to national parliaments, there is no formal government and opposition in the European Parliament. Instead, governing coalitions tend to form on an issue-by-issue basis. To further our understanding of the role that blue-card questions play with regard to government-opposition dynamics, I perform a network analysis based on a novel data set of all 5,496 blue-card questions and answers in the 8th European Parliament (2014-2019). The preliminary results show that the blue-card interactions follow the patterns of the governing coalitions. In addition to contributing to our understanding of party competition in the European Parliament, the findings also provide insights into the interaction of its legislators and the dynamics of legislative debate.	Verena Kunz	NA
2020	0050	885	The Long March through the Institutions: Emerging Powers and the Staffing of International Organizations	A considerable literature examines the efforts of emerging powers to increase their representation in the decision-making structures of international organizations (IOs) such as the International Monetary Fund (IMF), World Bank and UN Security Council. But governments’ influence within IOs is exercised not just through formal procedures but through informal mechanisms, key among which is the ability to have fellow nationals appointed within IOs’ professional staffs. How successful have emerging powers been at increasing their representation within these international bureaucracies? We examine the representation of the BRIC countries in the IMF, WTO and UN Secretariat in the period 1996 to 2016. The analysis shows (1) that the gap between emerging and established powers is enormous and has hardly changed in the last twenty years, (2) that among the BRICs, India has been the most successful at increasing its share of staff, while China has stagnated and Brazil and (especially) Russia have actually fallen, and (3) that emerging powers’ representation at the IMF and WTO has improved much more than at UN. The results highlight that staffing patterns are only loosely related to realist forms of national power and that changing them may be even harder than achieving formal forms of redistributive change.	Michal Parizek	NA
2020	0058	535	Migration and Independence	While there is considerable interest in migration-trade relationship in policy and academic circles, we believe that this relationship has overlooked some of the fundamental dynamics at play. Specifically, we maintain that the process of independence can influence the migration-trade nexus. Independence, whether violent or peaceful, has received extensive academic and policy attention on state capacity and trade. Despite its identified effect on these outcomes, the literature has not focused on the role independence plays on the movement of people across and within borders. We maintain that independence gained violently might at first sight be thought as particularly likely to generate migration, but we argue that this is likely to change in the long-term. Our quantitative analysis of migration, covering all countries in the post-World War II era, highlights the causal processes at work explain the connections between independence, migration, and development.	Resat Bayer	NA
2020	0066	1180	Legacies of Civil War: The Impact of Conflict on Gender Roles	Does exposure to civil war lead to changes in gender roles, more specifically to women's participation in the labour market and in intra-household decision-making? Conflict creates an increasing demand for female participation outside the home, and as a result disrupts traditional gender hierarchies. As such, civil war may create “war-induced female empowerment” and cause a shift towards more gender-equal roles. What happens to these changes once wars end and men return, however? This question has been studied in the context of Europe and the U.S. post-WWII, but has rarely been adopted to the context of civil wars in developing countries. The present study sets out to explore the causal relationship between civil war and gender roles by leveraging the arbitrary Burkina Faso – Côte d'Ivoire border, remnant of West Africa's colonial past, as setting for a quasi-experiment. Comparing the participation levels of women living close to the border pre- and post-conflict, I find that Ivoirian women's likelihood to participate in the labour market or in family planning decisions is reduced by 33 percentage points and 7 percentage points post-civil war. Thus, in contrast to recent studies highlighting the opportunities conflict opened up for women, my results imply that the situation for women became even more disadvantageous after the First Ivoirian Civil War.	Alina Greiner	NA
2020	0074	676	Remitting Violence? The Impact of Third Country Resettlement on Terror Occurrence	Past studies have found a link between refugee-hosting and increased levels of both domestic and transnational terror. However, these studies have not examined the potential heterogeneity of the refugee-hosting experience. In particular, third-country resettlement programs provide vastly different circumstances and infrastructure for the hosting-state as well as refugees. This paper adds to the understanding of security in the face of forced migration by accounting for third-country resettlement independently of other types of refugee-hosting. Using a global sample, I find that while an increase in refugees in a state is associated with an increased risk of terror, the expected number of terror incidences decreases when states participate in third-country resettlement programs. In other words, while previous findings that refugee-hosting is associated with increased number of terror incidences, there is no evidence that countries who voluntarily resettle refugees see similar effects. In fact, these countries experience fewer terror attacks.	Meredith Winn	NA
2020	0006	1510	The Agenda Setting Influence of European Parliament Own Initiative Resolutions: The impact of party and policy	While the ability of the European Parliament (EP) to influence policy outcomes through the ordinary legislative procedure (OLP) is generally recognized, its ability to help shape the policy agenda is much less clear. The formal monopoly of the Commission over the introduction of legislative initiatives obfuscates the influence of other institutional actors in the agenda-setting process. This research examines the ability of the EP to shape the EU’s legislative agenda through its use of own initiative resolutions (EPOIR) and explores the variables that increase or impede their relative impact. Utilizing a new dataset of all EPOIR between 2000-2017 that includes data on EPOIR type and saliency, as well as information on the rapporteur related to experience, ideology and links to national governments, we demonstrate the extent to which EPOIR are able to influence Commission legislative proposals and when they are more likely to do so. Our analysis distinguishes between ‘agenda setting’ and ‘content shaping’ influence, as well as efforts by the Commission to use the existence of EPOIR simply to signal support for its initiatives. Through this research we are able to demonstrate that the legislative influence of the EP is not limited to the amending of proposals during the OLP, but in some cases includes agenda setting through its use of EPOIR.	Amie Kreppel	NA
2020	0014	328	Nexit, Frexit or Grexit? A comparison of parties’ and citizens’ positions toward EU exit referendums	Over the last three decades, European integration has developed from being an elite issue to an issue politicized among both the party and citizen level. Yet, the extent of the fracture between citizens and elites on this issue remains understudied. While studies examined the congruence between parties and citizens for general opinions toward European integration, much less is known about party-citizen congruence regarding specific EU issues or policies. One very practical aspect – particularly emerged in the context of Brexit – is the option of holding an EU exit referendum. Especially (opposition) parties on the right campaign for this possibility in order to gain the support of citizens with anti-EU attitudes. It is unclear, though, to what extent parties and citizens agree to actually hold EU exit referendums. While parties’ stances on that option may follow a public desire to hold such a referendum, parties may also be upfront with their preference without representing their electorate’s opinion on it. The aim of this paper is to examine the relationship between the party and citizen level regarding the option of holding an EU exit referendum. For this, we consider both the congruence of positions between parties and their electorates, but also the more systemic polarization of this discussion among parties and among the public, and the (mis)match of it. For our analysis, we link original cross-country survey data including ten EU member states and expert survey data on parties’ positions across the whole EU, both collected in 2019.	Andreas Goldberg	NA
2020	0023	405	When do governments seek to annul EU law?	EU governments dissatisfied with new community rules can seek legal means, requesting the Court of Justice of the European Union (CJEU) to annul them. The literature on international agreements teaches us that governmental decisions to adjudicate disputes are strategic, as governments anticipate their odds of success and the signals to key audiences. Yet, while in the WTO context, governments target trade barriers over which they have no (direct) influence, in the EU setting they are usually directly involved in bargaining over the legal acts that subsequently trigger legal conflict. Since the bargaining stage affects both the governments’ preferences over annulment, and their chances to succeed, under which conditions will governments choose to request annulment by the CJEU? This paper argues that governments face a strategic tradeoff between showing commitment to domestic interests and picking winnable cases in order to avoid publicly visible legal defeats. Governments strategically balance their public commitment to policy positions against the legal strength of their case. Pivotal governments can strike a more robust balance than governments with outlying preferences, with important implications for their selection of cases and odds of success in court. I systematically test my argument on a dataset of the universe of EU legal acts, covering more than 130.000 observations. I apply recent methods to address zero-inflation (most acts never experience annulment requests) and governmental coordination in requesting annulments. The findings contribute to debates in the literatures on EU judicial politics as well as international cooperation in the EU and beyond.	David Hilpert	NA
2020	0033	181	Electoral Competitiveness and Position-Taking in the EU Council	Governments want to win elections and remain in office. We investigate whether electoral competitiveness, the chance that governments lose votes or are replaced by competitors at the next elections, influences their behaviour in the Council of the European Union. We hypothesise that, even in negotiations at the European level, electoral competitiveness alters governments' incentives to pursue vote-seeking versus policy-seeking strategies, especially as governments expect termination to be approaching. Using the Decision-Making in the European Union dataset (modules I to III), we investigate position-taking of national governments on a left-right political dimension towards hundreds of EU legislative proposals and issues in the Council of the European Union, covering a time span from 1996 to 2019. Our results show that different measures of electoral competitiveness are related to how strongly governments follow public opinion at home versus the party programmes on which they have been elected. Our study demonstrates the high relevance of domestic electoral politics for EU legislative decision-making.	Fabio Franchino, Christopher Wratil, Mark A. Kayser	NA
2020	0039	489	Constructing Losers' Consent in European Union Politics: The Importance of Procedural Fairness	For the longest time, scholars of European Union (EU) politics have suggested that European policy-making leads to Pareto-efficient outcomes. Yet, the refugee and Eurozone crisis have shown that European policy-making creates clear winners and losers and may have made some member states worse off. While winning and losing in terms of policy outcomes at the domestic level is legitimized via direct electoral competition over political leadership, within the EU context this direct electoral link is obfuscated. This project aims to understand the effect of perceived procedural fairness (here understood as the extent of voice) on decision acceptance and legitimacy beliefs within the EU. By combining observational and experimental analyses, we show that increasing procedural fairness mitigates the negative effect of loss on decision acceptance and legitimacy beliefs, and also that individual covariates, such as positional uncertainty or knowledge, moderate this effect. These results have important implications for ongoing debates in EU politics, especially concerning the so-called democratic deficit.	Lisanne de Blok, Catherine De Vries	NA
