session_id	session_title	session_track	session_type	pid	full_name	affiliation	role	abstract_id	abstract_title	abstract_ref	abstract_presenters	abstract_text
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	b45810577e37ee337f50473663abcbcc	Brian Phillips	University of Essex, Colchester	p	0025	Countering the adaptive: Can sanctions on terrorist groups work?	249	Hyeran Jo	U.S. administrations before and after 9/11 have utilized sanctions as part of counter-terrorism tools. The Trump administration recently strengthened the sanctions measure to counter terror globally. How do sanctions work as part of counter-terrorism? More specifically, are they effective in reducing terrorist attacks? We assess the effects of counter-terrorism sanctions by looking at the trend in terrorist attacks before and after the sanctions imposition by the United States with the designation of Foreign Terrorist Organization (FTO). We argue that the effectiveness of counter-terrorism sanctions in reducing terror attacks crucially depends on the adaptability of terrorist organizations. The adaptability comes from the diversity in initial financing sources, ranging from private donations, criminal activities, state sponsorship, and terrorist networks. More diverse source of funding guarantees the resource shifts, such as Al-Shabaab moving from charcoal sales to civilian taxation and the Islamic State moving from oil trade to antique trade. The resource-shifting adaptability has consequences for attacks since sanctions would have limited effects on terrorist attacks. To test our idea empirically, we trace the adaptation to sanctions in three generations of the FTO groups, the first generation before 9/11, the second generation of Al-Qaeda affiliates, and the third generation of Islamic State affiliates. We also provide a statistical test of a global sample of terrorist groups between 1990 and 2007 estimating the effect of adaptability on the counter-terrorism sanctions effectiveness. We find, in most cases, sanctions are ineffective because terrorists adapt. The finding have important implications for sanctions as a counterterrorism tool.
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	eb047508cf8a0a9d494751a80d744a69	Joshua Alley	Texas A&M University (USA), College Station	p	0025	Countering the adaptive: Can sanctions on terrorist groups work?	249	Hyeran Jo	U.S. administrations before and after 9/11 have utilized sanctions as part of counter-terrorism tools. The Trump administration recently strengthened the sanctions measure to counter terror globally. How do sanctions work as part of counter-terrorism? More specifically, are they effective in reducing terrorist attacks? We assess the effects of counter-terrorism sanctions by looking at the trend in terrorist attacks before and after the sanctions imposition by the United States with the designation of Foreign Terrorist Organization (FTO). We argue that the effectiveness of counter-terrorism sanctions in reducing terror attacks crucially depends on the adaptability of terrorist organizations. The adaptability comes from the diversity in initial financing sources, ranging from private donations, criminal activities, state sponsorship, and terrorist networks. More diverse source of funding guarantees the resource shifts, such as Al-Shabaab moving from charcoal sales to civilian taxation and the Islamic State moving from oil trade to antique trade. The resource-shifting adaptability has consequences for attacks since sanctions would have limited effects on terrorist attacks. To test our idea empirically, we trace the adaptation to sanctions in three generations of the FTO groups, the first generation before 9/11, the second generation of Al-Qaeda affiliates, and the third generation of Islamic State affiliates. We also provide a statistical test of a global sample of terrorist groups between 1990 and 2007 estimating the effect of adaptability on the counter-terrorism sanctions effectiveness. We find, in most cases, sanctions are ineffective because terrorists adapt. The finding have important implications for sanctions as a counterterrorism tool.
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	a10534866a76b085dec92b1604e26ff7	James Walsh	University of North Carolina at Charlotte, Charlotte	p	0034	A Selective Return: Parochial Altruism and the Return Intentions of Refugees in Turkey	158	Jonathan Hall	The international community favors resolving displacement through voluntary return. However, we know little about what motivates return to conflict-affected areas. Previous research has shown that local communities hit by violence undergo a process of social transformation resulting in greater social cohesion. We argue that when weighing the decision to return, displaced persons must consider this new social reality brought about by the violence. Those that express a willingness to return should be more prepared to engage in collective coping and to act altruistically towards members of one’s own community. Return to conflict-affected areas may also put returnees back in harm’s way, however, and those that were the targets of direct violence during the fighting should be less willing to return, particular if they suffer posttraumatic stress. Those that do wish to return should have experienced greater posttraumatic growth. We term this the “congruence hypothesis”, which we test using a large-scale experiment among displaced persons residing in Turkey. We elicit refugees’ distributional preferences in both the ingroup and outgroup domain. Our unique design allows us to distinguish between nine possible preference types, enabling us to identify the precise preference pattern associated with the willingness to return. We find that refugees displaying altruistic social preferences towards ingroup members, but not outgroup members, express a much greater willingness to return. We discuss the implications of our findings for the encouragement of voluntary return and possible consequences for post-war reconstruction and social cohesion within and between groups in the aftermath of violence.
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	4e6525b5b2559cbd27ded00852e80c92	Ted Ellsworth	University of Maryland, College Park	p	0034	A Selective Return: Parochial Altruism and the Return Intentions of Refugees in Turkey	158	Jonathan Hall	The international community favors resolving displacement through voluntary return. However, we know little about what motivates return to conflict-affected areas. Previous research has shown that local communities hit by violence undergo a process of social transformation resulting in greater social cohesion. We argue that when weighing the decision to return, displaced persons must consider this new social reality brought about by the violence. Those that express a willingness to return should be more prepared to engage in collective coping and to act altruistically towards members of one’s own community. Return to conflict-affected areas may also put returnees back in harm’s way, however, and those that were the targets of direct violence during the fighting should be less willing to return, particular if they suffer posttraumatic stress. Those that do wish to return should have experienced greater posttraumatic growth. We term this the “congruence hypothesis”, which we test using a large-scale experiment among displaced persons residing in Turkey. We elicit refugees’ distributional preferences in both the ingroup and outgroup domain. Our unique design allows us to distinguish between nine possible preference types, enabling us to identify the precise preference pattern associated with the willingness to return. We find that refugees displaying altruistic social preferences towards ingroup members, but not outgroup members, express a much greater willingness to return. We discuss the implications of our findings for the encouragement of voluntary return and possible consequences for post-war reconstruction and social cohesion within and between groups in the aftermath of violence.
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	7f196d9b8018e17b3a582b8981ac4f50	Jonathan Hall	Uppsala University, Uppsala	p	0034	A Selective Return: Parochial Altruism and the Return Intentions of Refugees in Turkey	158	Jonathan Hall	The international community favors resolving displacement through voluntary return. However, we know little about what motivates return to conflict-affected areas. Previous research has shown that local communities hit by violence undergo a process of social transformation resulting in greater social cohesion. We argue that when weighing the decision to return, displaced persons must consider this new social reality brought about by the violence. Those that express a willingness to return should be more prepared to engage in collective coping and to act altruistically towards members of one’s own community. Return to conflict-affected areas may also put returnees back in harm’s way, however, and those that were the targets of direct violence during the fighting should be less willing to return, particular if they suffer posttraumatic stress. Those that do wish to return should have experienced greater posttraumatic growth. We term this the “congruence hypothesis”, which we test using a large-scale experiment among displaced persons residing in Turkey. We elicit refugees’ distributional preferences in both the ingroup and outgroup domain. Our unique design allows us to distinguish between nine possible preference types, enabling us to identify the precise preference pattern associated with the willingness to return. We find that refugees displaying altruistic social preferences towards ingroup members, but not outgroup members, express a much greater willingness to return. We discuss the implications of our findings for the encouragement of voluntary return and possible consequences for post-war reconstruction and social cohesion within and between groups in the aftermath of violence.
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	09c96c47fcacb9be41e23437030fbbd3	Ursula Daxecker	University of Amsterdam, AMSTERDAM	p	0041	How Electoral Violence Affects Political Attitudes: A Post-Election Survey Experiment in West Bengal	178	Ursula Daxecker	Our study examines the effects of election violence on citizen attitudes and their perceptions of the electoral process. While past work helps us understand aggregate effects of election violence on attitudes and behavior, most of this evidence comes from observational studies. In addition, the literature often assumes that citizens respond to violence in objective and unbiased ways even though research demonstrates that citizens’ perceptions are often subject to partisan biases. We conduct a pre-registered survey experiment with 1,080 respondents that examines the consequences of election violence and partisanship on attitudes. The survey experiment was conducted after the 2019 Lok Sabha elections in the Eastern Indian state of West Bengal. These elections were marred by violence through all stages of the electoral process. Our study provides experimental evidence on the effects of election violence on citizens’ attitudes, and is among the first to assess the role of political parties and partisanship.
26	International Relations and Conflict	International Relations and Conflict	Panel Session 1	68814b229c0aa0db6e29d12b813e009e	Hanne Fjelde	University of Uppsala, Uppsala	p	0041	How Electoral Violence Affects Political Attitudes: A Post-Election Survey Experiment in West Bengal	178	Ursula Daxecker	Our study examines the effects of election violence on citizen attitudes and their perceptions of the electoral process. While past work helps us understand aggregate effects of election violence on attitudes and behavior, most of this evidence comes from observational studies. In addition, the literature often assumes that citizens respond to violence in objective and unbiased ways even though research demonstrates that citizens’ perceptions are often subject to partisan biases. We conduct a pre-registered survey experiment with 1,080 respondents that examines the consequences of election violence and partisanship on attitudes. The survey experiment was conducted after the 2019 Lok Sabha elections in the Eastern Indian state of West Bengal. These elections were marred by violence through all stages of the electoral process. Our study provides experimental evidence on the effects of election violence on citizens’ attitudes, and is among the first to assess the role of political parties and partisanship.
27	Political Methodology	Political Methodology	Panel Session 2	6dd1e9077d9fd49caa6551cc76123a53	Moritz Marbach	Texas A&M University, College Station, USA	c	NA	NA	NA	NA	NA
27	Political Methodology	Political Methodology	Panel Session 2	b9be1220e4e059550992eced41689adc	Jon Fiva	BI Norwegian Business School, Oslo	p	0043	Endogenous ballot structures: Theory and evidence from preferred rank allocations in Norway	378	Janne Tukiainen	The degree of flexibility of the electoral list in PR systems crucially shapes political candidates’ incentives to exert costly effort during the campaign. For example, depending on their position in the list, some candidates in inflexible (e.g., closed) lists may have no incentives to exert effort to improve the party’s overall performance. A more flexible list structure may instead be more effective in incentivizing these candidates to contribute to the party’s public good. We exploit a unique feature of the Norwegian electoral system, where parties can, via allocating preferred ranks, affect the degree of list flexibility. We study how the party leader optimally designs the list flexibility in order to solve the moral hazard problem with the individual candidates while being concerned with both gaining seats in elections and maintaining control of the type of the elected candidates. We propose a theory to formally identify the number and type of candidates that the party leader chooses to assign to a safe position in the list, as a function of the features of the electoral environment as well as the party’s motives. We empirically test our predictions using large and rich data on Norwegian local elections.
27	Political Methodology	Political Methodology	Panel Session 2	6e4d59dc143007281113daa48c9c89e1	Federica Izzo	University of California San Diego, San Diego	p	0043	Endogenous ballot structures: Theory and evidence from preferred rank allocations in Norway	378	Janne Tukiainen	The degree of flexibility of the electoral list in PR systems crucially shapes political candidates’ incentives to exert costly effort during the campaign. For example, depending on their position in the list, some candidates in inflexible (e.g., closed) lists may have no incentives to exert effort to improve the party’s overall performance. A more flexible list structure may instead be more effective in incentivizing these candidates to contribute to the party’s public good. We exploit a unique feature of the Norwegian electoral system, where parties can, via allocating preferred ranks, affect the degree of list flexibility. We study how the party leader optimally designs the list flexibility in order to solve the moral hazard problem with the individual candidates while being concerned with both gaining seats in elections and maintaining control of the type of the elected candidates. We propose a theory to formally identify the number and type of candidates that the party leader chooses to assign to a safe position in the list, as a function of the features of the electoral environment as well as the party’s motives. We empirically test our predictions using large and rich data on Norwegian local elections.
27	Political Methodology	Political Methodology	Panel Session 2	82b25b5d26549736c31388060509a1be	Janne Tukiainen	University of Turku, Turku && VATT Institute for Economic Research, Helsinki	p	0043	Endogenous ballot structures: Theory and evidence from preferred rank allocations in Norway	378	Janne Tukiainen	The degree of flexibility of the electoral list in PR systems crucially shapes political candidates’ incentives to exert costly effort during the campaign. For example, depending on their position in the list, some candidates in inflexible (e.g., closed) lists may have no incentives to exert effort to improve the party’s overall performance. A more flexible list structure may instead be more effective in incentivizing these candidates to contribute to the party’s public good. We exploit a unique feature of the Norwegian electoral system, where parties can, via allocating preferred ranks, affect the degree of list flexibility. We study how the party leader optimally designs the list flexibility in order to solve the moral hazard problem with the individual candidates while being concerned with both gaining seats in elections and maintaining control of the type of the elected candidates. We propose a theory to formally identify the number and type of candidates that the party leader chooses to assign to a safe position in the list, as a function of the features of the electoral environment as well as the party’s motives. We empirically test our predictions using large and rich data on Norwegian local elections.
27	Political Methodology	Political Methodology	Panel Session 2	d46c6f14f176ce689c66cef75be58c2d	Miguel Pereira	Washington University in Saint Louis, Saint Louis	p	0051	Understanding and Reducing Biases in Elite Beliefs About the Electorate	483	Miguel Pereira	To be responsive, politicians have to rely on beliefs about public will. Previous research suggests that perceptions of public opinion are often distorted. However, it remains unclear (1) why reelection-seeking elites mis-estimate constituent preferences, and (2) how to overcome distorted beliefs. I argue that elite misperceptions result from differential exposure and social projection. First, inequalities in political voice generate distorted images of the electorate by making some voter signals more accessible than others. Second, representatives systematically overestimate support for positions they endorse. I find evidence in line with these arguments in a panel of Swedish MPs covering two decades of elite beliefs. Additionally, a novel experiment with Swiss elected officials reveals how promoting a more balanced exposure to voters and avoiding social projection reduces misperceptions. The results contribute to our understanding of democratic representation and uncover ways to bolster the links between voters and their representatives.
27	Political Methodology	Political Methodology	Panel Session 2	723b7a835552eca143eee4059c92f0cf	Katharina Lawall	London School of Economics, London	p	0059	Them vs us: the effects of negative partisanship on political behaviour in multi-party systems	1435	Katharina Lawall	Strong negative feelings towards political parties and their supporters seem to be on the rise and have been shown to have important implications for behaviour in- and outside of politics, such as political participation, dating behaviour and even job market discrimination. Most of the current literature on negative partisanship was developed in two-party systems where it is often presented as a by-product of positive partisanship. However, there is growing evidence that negative partisanship is also prevalent in multi-party systems; and that it is distinct from positive partisanship. In this paper, I explore experimentally what consequences negative partisanship has for political behaviour in multi-party systems. I argue that negative partisanship increases vote switching by changing how voters evaluate all parties on offer, not just the one they feel the strongest dislike towards. I test these ideas using a survey experiment conducted in Canada. I find that priming voters about negative partisanship has an effect on party evaluations, and that this effect is not just limited to those voters who also have high levels of positive partisanship. This suggests that negative partisanship has important implications for political behaviour, even in multi-party settings. Negative partisanship is not the mere by-product of positive party identification but has powerful consequences of its own.
27	Political Methodology	Political Methodology	Panel Session 2	09dda110ed6397257744ccaf5ca374a1	Denis Stukal	University of Sydney, Sydney	p	0067	Bot Detection Challenges and Innovations for Political Science Research: Examples from the 2016 U.S. Presidential Election	303	Joshua Tucker	Given the increasing scholarly interest in the role Twitter bots play in polarizing public discussion and spreading misinformation, bot detection has become particularly important from both academic and public policy perspectives. Although a number of attempts have been made to date to develop bot detection technologies, their applicability in social science research remains limited due to issues of transparency, replicability, flexibility, scalability, and suitability for retrospective analysis. In this paper, we address these limitations and propose a new supervised learning based methodology of bot detection that integrates state-of-the-art transfer learning and network embedding techniques. We utilize the RoBERTa language model and the Scalable Incomplete Network Embedding (SINE) model to extract informative textual and network features for the purpose of bot detection on the development set, and use these features to train and cross-validate probabilistic classifiers on the training set. We build an ensemble classifier using Bayesian model averaging on top of these individual probabilistic models. We illustrate our methodology by detecting and evaluating the role of bots in a large collection of political tweets posted during the 2016 US presidential election campaign. Our methodology can, however, be reproduced and tailored to other contexts of interest.
27	Political Methodology	Political Methodology	Panel Session 2	ab1ad7cd167fb66f30f40f546998f25c	Zhanna Terechshenko	New York University, New York	p	0067	Bot Detection Challenges and Innovations for Political Science Research: Examples from the 2016 U.S. Presidential Election	303	Joshua Tucker	Given the increasing scholarly interest in the role Twitter bots play in polarizing public discussion and spreading misinformation, bot detection has become particularly important from both academic and public policy perspectives. Although a number of attempts have been made to date to develop bot detection technologies, their applicability in social science research remains limited due to issues of transparency, replicability, flexibility, scalability, and suitability for retrospective analysis. In this paper, we address these limitations and propose a new supervised learning based methodology of bot detection that integrates state-of-the-art transfer learning and network embedding techniques. We utilize the RoBERTa language model and the Scalable Incomplete Network Embedding (SINE) model to extract informative textual and network features for the purpose of bot detection on the development set, and use these features to train and cross-validate probabilistic classifiers on the training set. We build an ensemble classifier using Bayesian model averaging on top of these individual probabilistic models. We illustrate our methodology by detecting and evaluating the role of bots in a large collection of political tweets posted during the 2016 US presidential election campaign. Our methodology can, however, be reproduced and tailored to other contexts of interest.
27	Political Methodology	Political Methodology	Panel Session 2	b34a32c816eafd6e8baa647d7628e599	Angela Lai	New York University, New York	p	0067	Bot Detection Challenges and Innovations for Political Science Research: Examples from the 2016 U.S. Presidential Election	303	Joshua Tucker	Given the increasing scholarly interest in the role Twitter bots play in polarizing public discussion and spreading misinformation, bot detection has become particularly important from both academic and public policy perspectives. Although a number of attempts have been made to date to develop bot detection technologies, their applicability in social science research remains limited due to issues of transparency, replicability, flexibility, scalability, and suitability for retrospective analysis. In this paper, we address these limitations and propose a new supervised learning based methodology of bot detection that integrates state-of-the-art transfer learning and network embedding techniques. We utilize the RoBERTa language model and the Scalable Incomplete Network Embedding (SINE) model to extract informative textual and network features for the purpose of bot detection on the development set, and use these features to train and cross-validate probabilistic classifiers on the training set. We build an ensemble classifier using Bayesian model averaging on top of these individual probabilistic models. We illustrate our methodology by detecting and evaluating the role of bots in a large collection of political tweets posted during the 2016 US presidential election campaign. Our methodology can, however, be reproduced and tailored to other contexts of interest.
27	Political Methodology	Political Methodology	Panel Session 2	20922c902870ab287add6b1d12350540	Joshua Tucker	New York University, New York	p	0067	Bot Detection Challenges and Innovations for Political Science Research: Examples from the 2016 U.S. Presidential Election	303	Joshua Tucker	Given the increasing scholarly interest in the role Twitter bots play in polarizing public discussion and spreading misinformation, bot detection has become particularly important from both academic and public policy perspectives. Although a number of attempts have been made to date to develop bot detection technologies, their applicability in social science research remains limited due to issues of transparency, replicability, flexibility, scalability, and suitability for retrospective analysis. In this paper, we address these limitations and propose a new supervised learning based methodology of bot detection that integrates state-of-the-art transfer learning and network embedding techniques. We utilize the RoBERTa language model and the Scalable Incomplete Network Embedding (SINE) model to extract informative textual and network features for the purpose of bot detection on the development set, and use these features to train and cross-validate probabilistic classifiers on the training set. We build an ensemble classifier using Bayesian model averaging on top of these individual probabilistic models. We illustrate our methodology by detecting and evaluating the role of bots in a large collection of political tweets posted during the 2016 US presidential election campaign. Our methodology can, however, be reproduced and tailored to other contexts of interest.
27	Political Methodology	Political Methodology	Panel Session 2	01c7476045feaa44c8639ac4206d65a4	Richard Bonneau	New York University, New York	p	0067	Bot Detection Challenges and Innovations for Political Science Research: Examples from the 2016 U.S. Presidential Election	303	Joshua Tucker	Given the increasing scholarly interest in the role Twitter bots play in polarizing public discussion and spreading misinformation, bot detection has become particularly important from both academic and public policy perspectives. Although a number of attempts have been made to date to develop bot detection technologies, their applicability in social science research remains limited due to issues of transparency, replicability, flexibility, scalability, and suitability for retrospective analysis. In this paper, we address these limitations and propose a new supervised learning based methodology of bot detection that integrates state-of-the-art transfer learning and network embedding techniques. We utilize the RoBERTa language model and the Scalable Incomplete Network Embedding (SINE) model to extract informative textual and network features for the purpose of bot detection on the development set, and use these features to train and cross-validate probabilistic classifiers on the training set. We build an ensemble classifier using Bayesian model averaging on top of these individual probabilistic models. We illustrate our methodology by detecting and evaluating the role of bots in a large collection of political tweets posted during the 2016 US presidential election campaign. Our methodology can, however, be reproduced and tailored to other contexts of interest.
27	Political Methodology	Political Methodology	Panel Session 2	6e4d59dc143007281113daa48c9c89e1	Federica Izzo	University of California San Diego, San Diego	p	0075	Cumulative Knowledge in the Social Sciences: The Case of Improving Voters’ Information	1255	Federica Izzo	To achieve accumulation of knowledge, scholars have adopted the strategy of reproducing similar designs in different contexts and comparing the resulting estimates. These enterprises have often yielded mixed findings, with some empirical results diverging starkly from theoretical predictions. A prominent example is the literature on the effects of improving voters’ information. How are we to interpret such inconclusive evidence? Using a game theoretic model we establish that existing empirical works on the effect of information treatments do not always measure a well-defined theoretical quantity. This impedes knowledge accumulation as these empirical studies are likely to give different results even absent any internal validity concerns (studies are perfectly randomized), external validity issues (contexts are similar), or statistical noises (the number of observations is unbounded). Our paper offers several recommendations on how to ensure comparability across distinct studies; that is, to ensure that each study measures the same theoretical quantity.
27	Political Methodology	Political Methodology	Panel Session 2	5507264b23b2c6ff97ca548985dd5b15	Stephane Wolton	LSE, London	p	0075	Cumulative Knowledge in the Social Sciences: The Case of Improving Voters’ Information	1255	Federica Izzo	To achieve accumulation of knowledge, scholars have adopted the strategy of reproducing similar designs in different contexts and comparing the resulting estimates. These enterprises have often yielded mixed findings, with some empirical results diverging starkly from theoretical predictions. A prominent example is the literature on the effects of improving voters’ information. How are we to interpret such inconclusive evidence? Using a game theoretic model we establish that existing empirical works on the effect of information treatments do not always measure a well-defined theoretical quantity. This impedes knowledge accumulation as these empirical studies are likely to give different results even absent any internal validity concerns (studies are perfectly randomized), external validity issues (contexts are similar), or statistical noises (the number of observations is unbounded). Our paper offers several recommendations on how to ensure comparability across distinct studies; that is, to ensure that each study measures the same theoretical quantity.
27	Political Methodology	Political Methodology	Panel Session 2	123d4e6e442ae7058f98e989b00b92dc	Torun Dewan	LSE, London	p	0075	Cumulative Knowledge in the Social Sciences: The Case of Improving Voters’ Information	1255	Federica Izzo	To achieve accumulation of knowledge, scholars have adopted the strategy of reproducing similar designs in different contexts and comparing the resulting estimates. These enterprises have often yielded mixed findings, with some empirical results diverging starkly from theoretical predictions. A prominent example is the literature on the effects of improving voters’ information. How are we to interpret such inconclusive evidence? Using a game theoretic model we establish that existing empirical works on the effect of information treatments do not always measure a well-defined theoretical quantity. This impedes knowledge accumulation as these empirical studies are likely to give different results even absent any internal validity concerns (studies are perfectly randomized), external validity issues (contexts are similar), or statistical noises (the number of observations is unbounded). Our paper offers several recommendations on how to ensure comparability across distinct studies; that is, to ensure that each study measures the same theoretical quantity.
28	Political Communications	Political Communications	Panel Session 2	c3aa511fb8a69b64725557a32f507a67	Annika Fredén	Karlstad University, Karlstad, Sweden	c	NA	NA	NA	NA	NA
28	Political Communications	Political Communications	Panel Session 2	629f405cf3c1bd14f5bea5bffaf7cfbd	Katjana Gattermann	University of Amsterdam, Amsterdam	p	0044	Personalized political news coverage and trust in European Union institutions, 1999-2016	173	Katjana Gattermann	This paper examines the relationship between personalized political news coverage from the EU and trust in a) the European Commission and b) the European Parliament at an aggregate level. Personalization is measured as extent to which individual Commissioners or Members of the European Parliament receive attention at the expensive of the respective institution. To test whether there is a positive association between personalized news coverage and trust, the paper draws on two data sources: 1) 511,723 newspaper articles gathered from seven left-leaning broadsheets in seven EU countries and 2) aggregated data from Eurobarometer surveys that measure trust in EU institutions on a biannual basis between 1999 and 2016. Personalized coverage is assessed by automated content analysis using Python and weighed by the distance to the dates of the fieldwork. Controlling for unemployment, GDP growth, immigration, and a lagged dependent variable, the findings show that there is a strong positive relationship between personalized news coverage and trust in the European Commission; it is weaker with regards to the European Parliament. The findings have important implications for the debates about the EU’s accountability deficit.
28	Political Communications	Political Communications	Panel Session 2	28e3e6890379df97685f0856ac90837a	Lisanne Wichgers	ASCoR, University of Amsterdam, Amsterdam	p	0052	How Hate Speech Prosecution Affects Citizens’ Democratic Support: A Comparative Study Between the United States and the Netherlands	666	Lisanne Wichgers	Throughout the past decades, several European anti-immigration politicians have faced prosecution for inciting hatred. Recent findings demonstrated that hate speech prosecution decreases democratic support for a large group of citizens (authors, 2018). The effects are primarily influenced by agreement with ideas spread by the politician, rather than by identification with the politician/party. However, previous research has only been conducted in the Dutch context, where political ideas are generally perceived as more important than party identification. Furthermore, many Dutch citizens believe that free speech should be restricted when being hurtful to groups of people. A cross-cultural study between the Netherlands and the United States provides a great opportunity for testing if the mechanisms hold, as 1) political parties/politicians in the US are hypothesized to play a larger role, due to the two-party system, and 2) free speech is more protected in the US compared to the Netherlands. We conduct a web experiment in the Dutch and American context (N=1200, data currently being collected). Participants are asked to read a news story: The Dutch story refers to a Dutch politician from an anti-immigration party, and the American story refers to a Republican senator who openly expressed strong anti-immigration attitudes. Participants are randomly assigned to one of four conditions: two experimental conditions where the independent variable (the decision to (not) prosecute the politician) is manipulated and two control conditions; one with a reference to hate speech but without mentioning prosecution, and one with a neutral news story. Afterwards, we measure participants’ democratic support.
28	Political Communications	Political Communications	Panel Session 2	fc022ba4077d7762b99e03bef0c57fe2	Laura Jacobs	ASCoR, University of Amsterdam, Amsterdam	p	0052	How Hate Speech Prosecution Affects Citizens’ Democratic Support: A Comparative Study Between the United States and the Netherlands	666	Lisanne Wichgers	Throughout the past decades, several European anti-immigration politicians have faced prosecution for inciting hatred. Recent findings demonstrated that hate speech prosecution decreases democratic support for a large group of citizens (authors, 2018). The effects are primarily influenced by agreement with ideas spread by the politician, rather than by identification with the politician/party. However, previous research has only been conducted in the Dutch context, where political ideas are generally perceived as more important than party identification. Furthermore, many Dutch citizens believe that free speech should be restricted when being hurtful to groups of people. A cross-cultural study between the Netherlands and the United States provides a great opportunity for testing if the mechanisms hold, as 1) political parties/politicians in the US are hypothesized to play a larger role, due to the two-party system, and 2) free speech is more protected in the US compared to the Netherlands. We conduct a web experiment in the Dutch and American context (N=1200, data currently being collected). Participants are asked to read a news story: The Dutch story refers to a Dutch politician from an anti-immigration party, and the American story refers to a Republican senator who openly expressed strong anti-immigration attitudes. Participants are randomly assigned to one of four conditions: two experimental conditions where the independent variable (the decision to (not) prosecute the politician) is manipulated and two control conditions; one with a reference to hate speech but without mentioning prosecution, and one with a neutral news story. Afterwards, we measure participants’ democratic support.
28	Political Communications	Political Communications	Panel Session 2	f41bb7f1c484c282856a98232ebcf107	Joost van Spanje	ASCoR, University of Amsterdam, Amsterdam	p	0052	How Hate Speech Prosecution Affects Citizens’ Democratic Support: A Comparative Study Between the United States and the Netherlands	666	Lisanne Wichgers	Throughout the past decades, several European anti-immigration politicians have faced prosecution for inciting hatred. Recent findings demonstrated that hate speech prosecution decreases democratic support for a large group of citizens (authors, 2018). The effects are primarily influenced by agreement with ideas spread by the politician, rather than by identification with the politician/party. However, previous research has only been conducted in the Dutch context, where political ideas are generally perceived as more important than party identification. Furthermore, many Dutch citizens believe that free speech should be restricted when being hurtful to groups of people. A cross-cultural study between the Netherlands and the United States provides a great opportunity for testing if the mechanisms hold, as 1) political parties/politicians in the US are hypothesized to play a larger role, due to the two-party system, and 2) free speech is more protected in the US compared to the Netherlands. We conduct a web experiment in the Dutch and American context (N=1200, data currently being collected). Participants are asked to read a news story: The Dutch story refers to a Dutch politician from an anti-immigration party, and the American story refers to a Republican senator who openly expressed strong anti-immigration attitudes. Participants are randomly assigned to one of four conditions: two experimental conditions where the independent variable (the decision to (not) prosecute the politician) is manipulated and two control conditions; one with a reference to hate speech but without mentioning prosecution, and one with a neutral news story. Afterwards, we measure participants’ democratic support.
28	Political Communications	Political Communications	Panel Session 2	cb8b57f31ed9f7d5e2c6266ebc2d7908	Mark Shephard	University of Strathclyde, Glasgow	p	0060	Sharing is Believing? Exploring Misinformation Diffusion and Detection	1421	Mark Shephard	Despite a burgeoning literature on people’s acceptance of fake news, we find few studies have been devoted to exploring why and how people share news, particularly fake news (cf. Halpern et al., 2019). Using social network analysis across 4 social media forums (Twitter, Facebook, Instagrama and Whatsapp, we find that people tend to filter out real news and share fake news. Our two-step experiment suggests that people do not invoke their analytical capabilities when sharing news. Instead, partisan affinity as well as their social networking (discussion of politics, and internet usage) strongly predicts news items they share. However, when asked to assess news, analytical thinking matters and there are no significant differences between people from different parties. Since people normally do not have the time to cross-check and analyze the validity of the news items they encounter, they tend to make a lot of mistakes when it comes to sharing fact-checked items. Indeed, fake news infects networks more so than true news, and most worryingly of all, everybody shares fake news.
28	Political Communications	Political Communications	Panel Session 2	34b76052ac66702b24998ed4194aeb74	Narisong Huhe	University of Strathclyde, Glasgow	p	0060	Sharing is Believing? Exploring Misinformation Diffusion and Detection	1421	Mark Shephard	Despite a burgeoning literature on people’s acceptance of fake news, we find few studies have been devoted to exploring why and how people share news, particularly fake news (cf. Halpern et al., 2019). Using social network analysis across 4 social media forums (Twitter, Facebook, Instagrama and Whatsapp, we find that people tend to filter out real news and share fake news. Our two-step experiment suggests that people do not invoke their analytical capabilities when sharing news. Instead, partisan affinity as well as their social networking (discussion of politics, and internet usage) strongly predicts news items they share. However, when asked to assess news, analytical thinking matters and there are no significant differences between people from different parties. Since people normally do not have the time to cross-check and analyze the validity of the news items they encounter, they tend to make a lot of mistakes when it comes to sharing fact-checked items. Indeed, fake news infects networks more so than true news, and most worryingly of all, everybody shares fake news.
