year	abstract_id	abstract_ref	abstract_title	abstract_text	abstract_topic
2021	0195	524	Local Economic Effects of Morales’ Legacy in Bolivia: Evidence from a Regression Discontinuity Design	Left-wing governments are often associated with income redistribution through higher taxes and social spending. Evidence on the effect of partisanship on local redistribution in developing countries is mixed. This paper explores the impact of Bolivian mayors representing Movimiento al Socialismo (MAS), Evo Morales' party that governed Bolivia between 2006 until 2019. I test whether municipalities with MAS affiliated mayors show a higher reduction in inequality and increase in economic growth, relative to the opposition, during their governing period. The analysis contributes to the literature on redistributive policies implemented by local governments and its effects on local poverty and inequality reduction in developing countries. Based on the literature, I anticipate that MAS’ mayors fulfil voters’ demand for redistributive policies in congruence with the party’s ideology and show a higher reduction in inequality during their governing period. The analysis relies on satellite night light pixel data as a proxy for yearly economic growth and yearly change in inequality within municipalities. I use a close election discontinuity design for the three recent municipal elections. I find that MAS’ mayors have no significant impact on the metrics of inequality and economic growth I use. The findings have implications for local governance and responsiveness in developing country contexts.	Political Economy, Public Policy and Administration
2021	0253	504	How the communication of deferred enforcement affects compliance. A field experiment during the COVID-19 crisis in Uruguay	Economic measures implemented to fight Covid-19 are forcing low- and middle-income households across the Global South to cut payments for basic goods, such as electricity .Consequently, many households risk losing formal access to electricity. This has consequences for reliable and secure access for individuals, but, high levels of informal consumption also threaten sustainability of electricity systems as such. Through a randomized control trial we evaluate a recently introduced debt-installment policy by the public electricity company UTE in Uruguay on reducing electricity informality. We send information treatments in the form of letters to non-poor households who accumulated debt during 2020. We test the effect of a policy reminder designed to raise awareness of the policy, combined with horizontal and vertical reciprocity treatments, on the likelihood that households remain formal consumers. We analyze the effect of different treatment arms using administrative data on individual payment behavior and original survey data, thus analyzing behavioral and attitudinal changes	Political Economy, Public Policy and Administration
2021	0217	159	The Politics of Travel Restrictions Among European Countries	We analyze travel restrictions between European countries during the second wave of the Sars-CoV-2 pandemic. We suggest that at the dyadic level, travel restrictions are a consequence of the interplay between epidemiological, economic, and political logics. The epidemiological logic for travel restrictions suggests that source countries i implement travel restrictions for travelers from target countries j if the source country has lower incidence rates than the target country or if the source country goes into a hard lockdown. The economic logic for and against travel restrictions perceived travel restrictions as a consequence of a source’s dependence on tourism. If a source country depends on income from international tourism, it will implement relatively few travel restrictions when it has relatively high incidence rates. If however a source country dependent on tourism has relatively low incidence rates, it can use these as marketing advantage and defend those by implementing moderate travel restrictions for all target countries or even high travel restrictions for selected target countries. Finally, the political logic of travel restrictions suggests that state capacity influences the ability, but not the willingness of countries to implement travel restriction. We also explore whether a political stance against migration increases the political willingness to implement travel restrictions. Preliminary estimates support our epidemiological and the economic case for travel restrictions. We do not yet have estimates for the political determinants of bilateral travel restrictions.	Comparative Politics
2021	0264	568	The Limits of Populist Parties at Power during the Times of Crisis	The pandemic situation, caused by COVID-19 outbreak, has put many governments around the world in an unprecedented situation. Despite the fact that many countries have crisis management mechanisms in place, the extent of the pandemic and the need to apply large-scale protection measures and restrictions have shown that existing crisis plans have not always been set up sufficiently. In addition, the fight against the pandemic has become part of political competition, influencing the elections during the pandemic and having an impact on relations between ruling parties and the opposition. Moreover, parties that have come to power in many countries recently, often adapt and adjust their policies and actions according to the public opinion (populist parties, business-firm parties). Since the pandemic outbreak these parties have been in charge of imposing restrictions and protection measures in order to slow down or stop the spread of COVID-19 infection. The aim of the paper is to focus on how the public opinion has influenced the actions taken by governments ruled by such parties, with particular emphasis on the Czech Republic and Slovakia, since in both countries the leading coalition parties belong to the group of populist and / or business-firm parties – the Action of Dissatisfied Citizens 2011 (ANO 2011), resp. the Ordinary People and Independent Personalities (OĽaNO). The theoretical context will be provided by the theory of business-firm parties and populist parties.	Comparative Politics
2021	0238	436	Preferences for authoritarian rule among Eastern European citizens in response to COVID-19	Countries across the world have implemented extraordinary measures to stop the spread of COVID-19. Most democracies have addressed the pandemic with ‘no or only minor violations of democratic standards’ (VDEM2020). In the flawed democracies of Eastern Europe, there are growing concerns that these extraordinary measures, many of which curtail individual rights and freedoms, may, in the long run, jeopardize civil liberties and constitutional democracy and work to further weaken liberal democracy. How do Eastern European citizens react when faced with executives’ abusive power consolidation? This article argues that the experience of COVID-19, along with the related constitutional breaches in Eastern Europe, has sparked greater public acceptance of authoritarian rule among citizens. We present survey experimental evidence from Romania and Czechia, two Central Eastern European countries with contrasting levels of authoritarian attitudes, and document that individuals' fear and anxiety related to the pandemic makes them more acceptant of practices incompatible with normal democratic norms, irrespective of prior levels of trust in political institutions and of political socialization during authoritarianism. The results have important implications for understanding the longevity of support for liberal democracy in new democracies.	Elections, Public Opinion, and Voting Behaviour
2021	0196	564	The Effect of Ambiguity and Motivated Reasoning on COVID-19 Behavioural Inferences	A key challenge in COVID-19 public health messaging is that recommendations are often ambiguous. This is because public health appeals are often necessarily nuanced and cannot provide detailed instructions about appropriate behaviour in all possible circumstances. Further, conflicting advice from overlapping jurisdictions – federal, provincial, municipal – may increase ambiguity. This leaves individuals to infer appropriate behaviour in many day-to-day circumstances. When people confront ambiguity in expert recommendations, they may resolve uncertainty by ignoring recommendations they dislike. This is because individuals engage in “motivated reasoning”. On one hand, people do not wish to be wrong, and so accept information they believe will lead to accurate inferences. At the same time, when information is inconvenient—e.g. by being inconsistent with preferred behaviours—people are more likely to accept information consistent with those preferences and reject/ignore inconsistent information. Ambiguity creates “wiggle room”, allowing people to interpret government recommendations in ways consistent with their underlying preferences. People eager to resume normal life may use motivated reasoning to interpret messaging to infer that certain behaviours are appropriate when they are not. We test the hypothesis that ambiguous public health recommendations will result in motivated reasoning by those with priors that are inconsistent with the recommendations through an online survey experiment.	Political Communications
2021	0218	357	Beyond the neighbourhood, but not too far: reconsidering the effect of the immediate environment on citizens’ perceptions of the economy	A growing number of studies investigate the role of local factors on individuals' perceptions of the national economy. Some of those studies showed that individuals use local economic conditions to infer the state of the national economy. What remains unknown is the extent to which individual mobility mitigates the impact of the local economic conditions on the perception of the national economy. The aim of this study is to demonstrate that when considering the impact of the local economic context on the perception of the national economy, it is necessary to take into account the mobility between the two places where citizens tend to spend most of their time: home and work. To do so, I use large administrative data from the US census bureau tapping the unemployment rate at the census block level, information on where workers live and work and surveys on political preferences retrieved from the Cooperative Congressional Election Survey (CCES) to measure the perception of the national economy. By means of this study, I aim to contribute to the literature on local politics and economic voting by giving a more complete picture of the context in which an individual lives and the effect of this specific environment on economic perception.	Elections, Public Opinion, and Voting Behaviour
2021	0197	155	Economics and Elections: The future agenda	What is the future of economic voting? In this “think piece”, we begin with a literature-based assessment of economic voting across democracies to establish a baseline from which to peer into the future. As we look to the future, we consider how critical economic events and trends could affect this relationship through the economic, social, and political contexts in which elections take place. We examine how the pandemic, climate change, migration, inequality, polarization, and party fragmentation might impact the relationship between the economy and government support. Will voters be more likely to attribute responsibility to the government and thus strengthen the relationship between the economy and election results? Or, will the economy-vote link deteriorate as attributions to individual citizen actions increase or as a result of international conditions that are beyond the control of national politicians? The answer depends on which event/trend we consider and the complexity of how these changes interact. With this theory-driven piece, we hope to set the stage for the next generation of research on economic voting.	Elections, Public Opinion, and Voting Behaviour
2021	0265	67	Seeking for Shelter: The Sectoral Basis of Economic Voting in Austria	Democratic societies are characterized by increasing polarization between winners and losers of internal and external economic liberalization. Despite tight politico-economic constraint on national political actors, parties in government are willing and able to interfere in this process by creating and maintaining shelters from international market pressures. With popular demand for socio-economic risk-hedging grossly outweighing governments’ efforts to provide pockets of shelters, we propose that sectoral agency translates into a highly salient topic that informs voters’ choice of party. Specifically, we probe into ‘loyalty’ gaps to emerge over multiple rounds of elections. We expect mainstream clientelistic parties ('machines') to underperform with voters in ‘exposed’ occupations, including former core constituency of both Social democrats and Conservatives. We employ a quasi-experimental ‘difference in differences’ design for that matter and open by looking into the likely case of Austria. Findings corroborate our main hypotheses for both major centrist parties based on arguments derived from developmental theory, the literature on comparative political economy and party ideology, and premises established in the literature on public perception of social justice.	Political Economy, Public Policy and Administration
2021	0239	557	The Political Economy of Detention Centres and its Impact on Vote Choice in the 2020 U.S. Election	Recent scholarship tends to find more evidence for symbolic, rather than economic, theories of vote choice. However, most studies examining economic voting fail to take account of the political economy of vote choice in geographic areas dominated by industries that clearly stand to gain or lose by a candidate’s victory or defeat. This research challenges the literature on symbolic and economic voting, by leveraging precinct and individual-level data in the context of the 2020 presidential election among the 25 counties that comprise South Texas -- a region dominated by Mexican-Americans and individuals who work in border patrol and immigration enforcement. The Trump Administration expanded these industries and promulgated harsh immigration policies highlighted by child separation and detention. As a result, these industries and those working in them experienced great vitriol from liberal Democrats, many promising to “Abolish ICE.” We hypothesize that relative to the 2016 vote, precincts located near immigrant detention facilities, ICE field offices, and border patrol headquarters, will show disproportionate swings towards Trump in the 2020 election. Second, we hypothesize that individual-level vote switching from Clinton (2016) to Trump (2020) is better predicted by whether an individual works in immigration enforcement or knows someone who does rather than an individua’s racial or anti-immigrant attitudes. Our results have implications for theories of vote choice and for understanding ethnic minority politics.	Elections, Public Opinion, and Voting Behaviour
2021	0254	561	Retrospective Voting under Supranational Constraints	Economic voting is commonly seen as a cornerstone of democratic ac-countability. Influential work has argued that globalization attenuates it byblurring responsibility and constraining the room to maneuver of domesticgovernments (Hellwig,2001). Here, we test whether this argument extendsto another factor that also reduces policy maneuver: membership in Supra-national Institutions. In a pre-registered survey experiment fielded in Spainin May 2018, we manipulate both information about economic performanceand about the Eurozone rules that constrain domestic policy-making. Theevidence provides no support for theroom to maneuverhypothesis: unlikeglobalization, supranational constraintsdo notattenuate accountability forbad economic outcomes. Instead, they lead to a backlash against both the in-cumbent and other mainstream parties. We interpret the evidence as sugges-tive that voters blame these parties for having consented to the supranationalrules in the first place. These results show that the room to maneuver ar-gument formulated by the globalization literature cannot simply be extendedto membership of supranational organizations. This has important implica-tions to understand the electoral consequences of integration in internationalorganizations and the capacity of incumbents using them as scapegoats.	Elections, Public Opinion, and Voting Behaviour
2021	0255	220	Don’t Promise What You Won’t Deliver: Policy-Making in Coalition Governments	Why do coalition parties break policy commitments? Before coalition governments take over executive offices, they typically engage in intensive coalition negotiations and publish a comprehensive coalition agreement in which they provide a detailed account of the policy reforms they plan to enact in government. However, previous case study evidence shows that only about two thirds of all the policy reforms promised in coalition agreements were actually enacted. Despite its importance, the question of how coalition governments translate policy promises into policy has received little academic attention to date. In order to address this gap, we develop a new theoretical argument on policy implementation in coalitions. More specifically, we argue that the decision not to enact policy pledges can be explained by the preference configuration within the cabinet and by changes in public opinion. To test our argument, we have compiled a new comparative dataset on the enactment of more than 12’000 policy pledges by 102 coalition governments in 24 Western and Eastern European countries from 2000 to 2015. Our results have major implications for our understanding of coalition governance, multiparty competition and policy making in multiparty democracies.	Comparative Politics
2021	0240	503	How Voters Predict Coalition Bargaining Outcomes	Multiparty parliamentary democracies present an interesting problem to voters: in order to cast a policy-oriented vote, they must first come to have some expectations of how likely various coalition governments are to form following the election. While there is some research suggesting that voters do, in fact, possess such expectations, it is unclear how they are generated. We present an ecologically rational theory of how voters form coalition expectations and derive global and contextual (i.e., cross-nationally variant) empirical expectations. To test these predictions, we design an experimental platform that allows us to learn the rules voters use to infer which parties will coalesce, as well as how these rules vary across contexts.	Elections, Public Opinion, and Voting Behaviour
2021	0219	641	Cooperation and Competition: Coalition Governance and Timing of Bill Initiation	In coalition governments, ministers' agenda-setting power depends on their coalition partners. A minister facing a cooperative partner is less constrained than a minister facing a competitive partner. While ministers may not know their partner's type at the beginning of a government's term, in this study we theorize that, over the term, ministers form and update their beliefs about the competitive or cooperative type of their partners after observing the level of scrutiny of their bill proposals, and respond by strategically timing their subsequent bills. We derive this implication theoretically, through the development of a dynamic model on the timing of ministerial bill initiation, and demonstrate it empirically, from data on bill initiatives from 11 parliamentary democracies. Our results demonstrate that a minister strategically delays bill introduction the more she experiences scrutiny, the more her partner has policy incentives to scrutinize her bills, and the less power she has to constrain scrutiny in parliament. These findings further our understanding of legislative efficiency in coalition governments and why governments quickly adopt or delay policy reforms demanded by voters.	Legislative Studies and Party Politics
2021	0198	314	Vote switching and Coalition-Directed Voting: A Panel Study of Repeat Elections in Israel	A growing body of knowledge highlights the determinants of vote switching, such as issues, party positions and personality. This literature, however, does not take into account coalition-directed voting, which has been found to matter for vote choice in many parliamentary democracies. According to this literature voters are likely to consider not only which party they prefer, but also which coalition they prefer and how realistic a chance it has of forming. We argue that a context of “repeat elections” due to a failure to form a government may be uniquely beneficial for distinguishing between vote switching derived from party considerations to switching derived from coalition-directed considerations. Such context provides the voters with an opportunity of changing their vote according to possible coalition-building consideration while already knowing the approximate distribution of party preferences in the electorate. We take advantage of the extraordinary Israeli political context in 2019-20, in which three election-cycles were held within less than a year without a coalition forming. We utilize a unique panel data based on three original online surveys. Findings show that voters are more likely to switch their vote when they expect their previous choice of party will not enter the coalition in the coming elections. We also find that the expected formateur and the level of competition between formateurs matter for vote switching.	Elections, Public Opinion, and Voting Behaviour
2021	0256	584	Attitudes Regarding Cooperation with Extremist, Anti-democratic Parties in National and European Politics	Recent events across Europe suggest that parties and voters may be more willing to tolerate cooperation with far-right and anti-democratic parties at the European level than they are at the national level. In Germany, for example, all mainstream parties have sworn off cooperation with the far-right AfD, at least in part because they believe that their voters would not support it. However, the German center-right, and indeed many center-right parties across Europe, regularly cooperate with parties that hold far-right views, such as Fidesz in Hungary, in the European Parliament and other EU institutions. Using an original survey experiment with over 8,000 respondents, this project explores the extent to which cooperation among parties at the national and EU levels is tolerated by voters and why. The paper addresses questions including the following: Does cooperation with extreme parties at the national level actually lead voters to view the party they support more negatively? Do voters overlook cooperation with extremists at the EU level simply because they are unaware of it, but punish it as they would at the national level once made aware of it? Or do voters view cooperation at the supranational level less harshly than they do at the national level? Do they react similarly to parties on the far-left as they do to parties on the far-right, and to parties taking authoritarian stances, regardless of ideological positioning?	EU Politics
2021	0241	126	A truly European contest? Transnational media reporting on political parties’ electoral performances across EU member states	How does the media report about of European Parliament (EP) elections? Despite the supranational nature of EP elections, media reporting on the election results often focuses on the electoral performance of domestic parties. In this paper, we ask whether and how the media also covers election results of parties in other EU member states and investigate this phenomenon by combining theoretical stipulations regarding news values, politicization of EU integration and the horizontal Europeanization of national public spheres. Based on a content analysis of 64 newspapers in 16 member states following the 2019 EP election, we find that a significant share of media reporting addresses the election results in other EU member states. Using a spatial lag model, we argue that spatial and cultural proximity between countries and the news value of individual parties (and their electoral success) affect whether foreign media outlets report on the results of those parties. Additionally, populist parties are more likely to be reported upon transnationally compared to other parties. The findings indicate that national media create a limited European public sphere: while EP elections are not fully treated as supranational events, the media does cover election results from other EU member states. Yet, the coverage is likely to be biased towards spectacular und surprising results of parties with (mostly) polarized issue positions.	EU Politics
2021	0220	213	Being populist when you need it? On the strategic usage of populist rhetoric in parliamentary debates	Today, hardly any political debates occur without accusations of someone making a populist argument. However, it is not yet clear whether populist rhetoric is empirically really as common as one might think and, if so, what its effects are on parliamentary debates and legislative behaviour. To answer these questions, I quantitatively analyse more than 300,000 speeches given in the European Parliament between 1999 and 2017 by combining a novel supervised machine-learning approach based on a crowdsourced sample of speeches with word embeddings, dictionaries and unsupervised topic models. In addition, I incorporate longitudinal public opinion data from 28 European countries to show that elites use populist rhetoric strategically and that the presence of populist rhetoric in parliament depends on factors such as issue salience, polarisation and party positions. The contribution of this paper is twofold: Methodologically, it develops a novel, quantitative measure for populist rhetoric in parliamentary debates. Substantially, it thoroughly investigates the effects of populist rhetoric on parliamentary debates as well as voters and thus how populism transforms European Politics.	Legislative Studies and Party Politics
2021	0199	231	EU Influence, Identity Politics, and Ceiling Effects in Nationalist Voting: Evidence from Slovakia	Why do individuals vote for nationalist political parties? Existing explanations focus on domestic-level factors like party systems or economic performance. However, voting is not solely a product of domestic causes. Thus, I shift focus from the domestic space to the international arena. Specically, I test whether voters exposed to information about European Union influence in identity policies (i.e., outgroup policies, like migration/asylum or the employment of foreigners) are more likely to support nationalists at the ballot box. Results from a pre-registered, candidate-choice conjoint experiment in Slovakia show that, while respondents favor nationalist policies generally, reactions to EU influence in identity politics are limited to certain subgroups. Specifically, respondent ideology plays a moderat- ing role. Liberals shift towards nationalism in response to EU influence, while conservatives do not. These findings point to ceiling effects in nationalist voting. Only those who have yet to reach the nationalist ceiling can be swayed.	Elections, Public Opinion, and Voting Behaviour
2021	0266	296	What is the fuss all about? Testing the impact of high-information environments on people's knowledge about the EU	After the rejection of proposals in referendums, scholars claim that the outcome produces a shock creating a high information environment. However, the impact of high-information environments on knowledge has not been tested so far. This paper aims to close this gap by addressing how the vote in the EU constitution referendum of the French and Dutch citizens is impacting the knowledge on the constitution and the EU in general. The referendum is an interesting case, as countries vote separately on the same issue- the constitution – but at different points in time. By relying on the literature on cue-taking in referenda, I argue that election outcomes, especially surprise outcomes can serve as a stimulus to gather information. Using Eurobarometer questions on the knowledge quiz on the European Constitution and the EU, I employ a local RDD design in time, testing if people before and after the referendum are substantively different concerning their knowledge on the constitution and the EU. The analysis shows a significant but small effect on knowledge gain with regard to the Constitution. The findings contribute to our understanding of how people are impacted by election outcomes and how people update their knowledge, especially on complex political bodies like the EU.	Elections, Public Opinion, and Voting Behaviour
2021	0221	647	Learning Media Credibility from Facebook Data	The production, consumption, and dissemination of online news is of growing interest among scholars studying democracy, but much difficulty lies in the study of news quality in a comparative perspective. Many problems plague cross-country studies, but the phenomenon of media credibility is particularly susceptible to these issues (different political environments, language barriers, etc.). This study leverages a new dataset published by Facebook to study the prevalence of fake news on Facebook across over twenty countries in Europe. We use a supervised model (trained on US data) to predict the credibility of a given news domain based on users’ feedback and behavior. We then analyze the prevalence of unreliable news and the news diet of Facebook users in states of varying democratic quality. We find an East-West divide between countries in Europe with higher proportion of unreliable news in former socialist countries, as well as in the UK. Furthermore, we find that more recently registered news domains and those registered outside of the country are more likely to be the sources of unreliable information.	Political Communications
2021	0200	513	Measuring a European Public Sphere in Political Online Search	Search engines are commonly used for online political information seeking across the globe, yet it is unclear to what extent political search predictions vary across countries and over time. We provide the first systematic analysis into the representation of European and national politicians as well as an event of high European salience (Brexit) in search engine autocompletions. Our dataset collection includes predictions in nine European countries on the basis of proxies for the geolocations for European party leaders, Spitzenkandidaten in the 2019 EP election, and cabinet members. We characterize the variation and volatility of the search engine predictions for the same politicians and issues across countries and over time. These data allow us to estimate to what extent online users search for similar attributes of European politicians, how much search suggestions spill over across European countries, and whether a common European public sphere in search engine suggestions exists for Europe's political elite and the issue of Brexit. Finally, we discuss the benefits and shortcomings of the method and possible future directions for studying the European public sphere in political online search.	Political Communications
2021	0242	352	Citizens as Inadvertent Pollsters? The Effect of Contact Networks on Citizens' Forecasting Skills	Partisan preferences usually stand out as the major driving force behind voters’ expectations about election outcomes. Although other variables, such as political knowledge or education, are found to exert a positive influence on the ability of citizens to anticipate the results of political races, the effect of these variables is quite modest in most cases. Hence, it seems that purely individual-level factors (apart from party identification and political leanings) hold limited explanatory power. Some studies argue that we need to move from the strictly personal sphere to the interpersonal one if we are to better understand the underpinnings of forecasting abilities. This paper leverages data from 48 elections at the district, regional, and national levels in nine different countries (i.e., Austria, Canada, Germany, Israel, Italy, New Zealand, Spain, the United Kingdom, and the United States) to assess the impact of ‘contact networks’ and network characteristics (such as network size or the frequency of political discussion and disagreement) on citizens’ electoral expectations. The analyses also rely on data obtained from two question modules that were included, specifically for this study, in the 2019 Canadian Election Study and the 2020 Saskatchewan Election Study. The results cast some doubts on the capacity of social interactions to influence citizens’ forecasting skills.	Elections, Public Opinion, and Voting Behaviour
2021	0257	372	Tweeting about the environment in a European campaign. Are candidates to the European Parliament responsive to citizens’ environmental concerns?	Environmental concern has risen in Europe in recent years and the 2019 European election took place in a context in which EU citizens considered the environment as one of the most important issues facing their country and the EU. I argue that this, together with the fact that environmental issues are particularly relevant in EU policy and that citizens generally acknowledge the importance of EU action in this domain, should have provided politicians with incentives to be responsive to citizens’ environmental concerns and, hence, incorporate environmental issues in their campaign. This would imply that an EU policy issue was relevant during the campaign and would contradict the ‘second-order elections’ theory that posits that parties mainly focus on national topics. Such finding would add to the literature strand that indicates that European issues are relevant in European elections, highlighting the importance of such elections. At the same time, it would suggest that citizens’ environmental concerns are being represented in the EU system (at least to some extent). I test whether this was the case by analysing the impact of citizens’ environmental salience prior to the 2019 campaign on politicians’ environmental salience. The latter is computed through a quantitative content analysis of tweets of candidates in top positions posted during the three weeks before the election, covering eight EU countries (Belgium, Denmark, France, Germany, Greece, Ireland, Italy, Spain). Salience is measured with tweets because these represent a direct communication from politicians to citizens and have a larger reach than party manifestos.	Elections, Public Opinion, and Voting Behaviour
2021	0201	146	Tweeting Politicians: A Comparative Study of Activity and Influence	Political elites increasingly use Twitter and other social media platforms to spread their views. Yet, it is hard to come by comparative and up-to-date statistics that would tell us how active and influential politicians, as well as parties, are on these platforms. The present study attempts to provide a descriptive, comparative, and up-to-date overview of Twitter activity/influence across politicians, parties, and parliaments in different countries. It analyzes around 15 million tweets by around 4500 active politicians. Thereby, the study relies on data generated by a framework that collects the corresponding Twitter data on a daily basis. This framework allows for up-to-date statistics and comparisons across different levels and time periods and develops methods that help in comparing the activity and influence of different politicians. The here found variation in terms of activity and influence acrosspoliticians, parties, and parliaments calls for more explanation on different levels of aggregation.	Political Communications
2021	0222	394	Parties promise a lot, but nothing relevant? How issue ownership and voters’ priorities influence prospective pre-electoral statements	Do political parties take the importance of issues at a given election into account when outlining promises and actions for the future? While a growing body of research shows that parties fulfil the majority of their campaign pledges, previous studies have rarely addressed the process of pledge making. In this paper, we provide the first comparative study explaining issue emphasis in statements about the future. More specifically, we address three questions: First, do parties talk more about the future in policy areas they “own”? Second, are parties more likely to address policy areas that are most important to voters (and in particular voters of their party) in statements on future actions or outcomes? And third, how do these dynamics vary between government, opposition, and challenger parties? We shed light on these open questions by applying supervised machine learning to a novel text corpus of over 500 machine-translated party manifestos from over 110 elections to identify statements about the future and their policy areas. We match these data on future-oriented issue emphasis with comparative survey data on “most important issue questions” and responses regarding parties’ issue ownership. The results of our study have important implications for our understanding of parties’ campaign strategies, issue salience, and political accountability.	Political Communications
2021	0243	599	Uncivil mobilization or countermobilization? Explaining anti-rights collective action in Chile	We explain anti-rights protests in Chile drawing on social movement and power devaluation theories. To understand this phenomenon, we use regression analyses of longitudinal, municipal-level data and case studies of three recent movements. Movements seeking to restrict others’ rights have increased across the world in the past few decades. Their activists struggle to defend privilege and preclude the social inclusion of historically disenfranchised groups such as women, ethnic, sexual and gender minorities, and immigrants. We call these groups anti-rights movements. Despite the global importance of these movements, no studies have so far systematically analyzed their emergence in Latin America. Drawing on social movement and power devaluation theory, we evaluate the social, cultural and political causes of anti-rights mobilization in Chile. The explanations we find highlight the reactive quality of protest events and the role that supportive political authorities play in triggering them. To reach these results, we use a mixed-methods design. First, we use longitudinal, municipal-level data from the COES Social Conflict Observatory to carry out zero-inflated negative binomial regressions of anti-rights protests events between 2009-2019. Second, we illustrate the processes behind these mobilizations with three case studies: movements against the right to abortion (2015), transgender rights (2017), and indigenous people’s rights (2020).	Comparative Politics
2021	0223	347	Taxation, Protests and Autocratic Regime Stability	Taxation is often viewed as instrumental to state-building. However, major historical events, from the French Revolution to the American war of Independence, have demonstrated the disruptive potential of tax introductions and reforms that were deemed widely unfair. Taxes can thus also break states, yet no systematic evidence on this exists. This paper investigates the relationship between taxation and regime stability in non-democracies, where citizens cannot hold the government accountable through the ballot box, and resort instead to protests to express their discontent. I demonstrate that tax introductions destabilize authoritarian governments, and that the effect mostly comes from collective action and mobilization in response to indirect taxation. Using an original dataset of tax protests in fifteen Sub-Saharan African countries, I further show that the incidence of explicit tax resistance varies with domestic institutions, resource wealth, and ethnic composition. These results offer key insights into the link between redistributive politics and authoritarian regime stability.	Comparative Politics
2021	0267	604	Using the Space to (not) Voicing Preferences: Empirical Evidence From Catalonia	A voluminous literature in social sciences pays pride of place to the role of social context in the way individuals express their preferences in the public domain. The predisposition to voice opinions publicly is shaped by social perceptions about the degree of acceptance of such opinions in the social environment. But which factors influence these perceptions? Building on the Sociology of the Space theory, I try to provide an answer to this question by pointing to the role of the social environment. Beliefs of appropriateness, I argue, are based on group-size dynamics, which help individuals evaluate which opinions are “legitimized” and which are “stigmatized” in the public realm. Citizens who belong to the minority group in terms of preferences related with salient issues may face the dilemma of preference falsification through which they forge in public what is true in the private sphere (Kuran, 1991). I put this idea into the test by looking at the case of Spanish citizens holding centralist preferences in Catalonia. Using longitudinal survey data (2004-2017) from the Institut de Ciències Polítiques i Socials (ICPS) and the Centre d´Estudis d´Opinió (CEO), I show that the relationship between Catalonia and Spain increases as a salient issue since 2010. Then, I leverage the identification strategy by using differences-in-differences estimation. There is a declining pattern in the willingness to declare the vote intention for those citizens who live in pro-independence majority regions within Catalonia and hold centralist preferences after 2010.	Elections, Public Opinion, and Voting Behaviour
2021	0202	651	We are your pack: feminism mobilization and social change	What are the consequences of feminism? Although widespread knowledge points out to social movements as promoters of social change, existing evidence is still mainly limited to policy reforms, being this scarcity especially striking in the case of the feminist movements. Despite their extraordinary salience in recent years, scholarship has mostly failed to identify the potential behavioral effects of women's mobilizations—-namely, does feminism lead to pro-feminist social change or, on the contrary, to a backlash against female empowerment? While recent evidence associates the salience of the #metoo movement and awareness towards sexual harassment, the mechanisms through which this behavioral change occurs remain unknown. This paper aims to contribute to our understanding of women's mobilizations and social change by delving into the Spanish feminist movement. On the 8th of March 2018, the Spanish feminist movement experienced a breakthrough after achieving to gather protests all over Spain and mobilizing one of the most significant demonstrations in Europe. Relying on administrative data and using a difference-in-difference estimator, I look at the effects of the 2018 Women's day protests on behavioral change by assessing its impact on gender violence reports at the quasi-municipal level. By distinguishing whether violence remains stable and there is an increase in the number of reports or the contrary, or the opposite, this study's contribution would be twofold. First, it broadens our knowledge of the possible changes brought by social movements. Second, it increases our understanding of the possible positive effects of feminism in society.	Elections, Public Opinion, and Voting Behaviour
2021	0258	546	To Resign or Not to Resign: Why Incumbents Ignore Peaceful Mass Protests?	This article examines why incumbents facing non-violent demonstrations resign or remain in office. It presents a theoretical framework to analyse five major anti-government protests in Bulgaria (1990-2014) and select protests in Serbia, Romania and Macedonia. Incumbents remain in office if they perceive the extra-institutional and electoral threats to them as low and unlikely to increase. They resign if either threat is high or increasing. To remove incumbents from power, peaceful protesters must employ an electoral strategy. This article builds on the social movement and colour revolution literatures, while underscoring the relationship between barricades and ballots.	Comparative Politics
2021	0244	387	Ready for the floor? Intra-party determinants of the allocation of legislative speeches	Parliamentary speech is an important and highly visible feature of legislatures in all democracies. Time in parliament is scarce and not every member of parliament (MP) can speak on all topics they want to. Party leaders play a crucial role deciding who gets to speak on which topic in many countries; in others MPs individually request access to the parliamentary floor. As legislative speech is mostly used to send policy signals, party leaders have incentives to closely monitor who they pick for which topic – and MPs have incentives to present their potentially diverging opinions. While a number of scholars have researched the descriptive characteristics of speakers in parliament in recent years, their policy positions have usually at most been mentioned in passing in the literature on speech allocation. This paper looks into the relationship of policy differences between MPs and their party leaders, and the allocation of parliamentary speeches within parties. It also analyzes, whether institutional differences in regards to floor access matter. We use textual data from Twitter, a social media platform popular with politicians where they can publish direct and unsolicited political statements with little party control, to estimate the positions of MPs on multiple policy dimensions using correspondence analysis. As data from social networks are very noisy, this step is preceded by exhaustive data cleaning and sorting out of non-political content using a machine learning algorithm. We then use these positions to model floor participation in parliament in multiple European democracies with different institutional settings.	Legislative Studies and Party Politics
